EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2008;15005;000X;43;;;A Agencias Estatales y otros Organismos Públicos;1142713380
2008;15005;000X;435;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);1142713380
2008;15005;000X;435;;00;A la A.E.A.T. para gastos de funcionamiento;1071610640
2008;15005;000X;435;;02;A la A.E.A.T. por compensación de gastos de otros servicios;3332010
2008;15005;000X;435;;03;A la A.E.A.T. por premio de cobranza de los recursos propios de la CEE;67770730
2008;15005;000X;7;;;TRANSFERENCIAS DE CAPITAL;52621210
2008;15005;000X;71;;;A Organismos Autónomos;858230
2008;15005;000X;710/15005;;;Al Instituto de Estudios Fiscales;858230
2008;15005;000X;73;;;A Agencias Estatales y otros Organismos Públicos;51762980
2008;15005;000X;735;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);51762980
2008;15005;000X;735;;00;A la A.E.A.T. para gastos de inversiones;51762980
2008;15008;000X;7;;;TRANSFERENCIAS DE CAPITAL;148130
2008;15008;000X;71;;;A Organismos Autónomos;148130
2008;15008;000X;712/15008;;;Al Centro Nacional de Información Geográfica     (Proyecto  SIOSE );148130
2008;15016;000X;4;;;TRANSFERENCIAS CORRIENTES;132872920
2008;15016;000X;41;;;A Organismos Autónomos;124430620
2008;15016;000X;415/15016;;;Al Instituto Nacional de Estadística;124430620
2008;15016;000X;43;;;A Agencias Estatales y otros Organismos Públicos;8442300
2008;15016;000X;436;;;A la Comisión Nacional de la Competencia;8442300
2008;15016;000X;7;;;TRANSFERENCIAS DE CAPITAL;65176170
2008;15016;000X;71;;;A Organismos Autónomos;64741150
2008;15016;000X;714/15016;;;Al Instituto Nacional de Estadística;64741150
2008;15016;000X;73;;;A Agencias Estatales y otros Organismos Públicos;435020
2008;15016;000X;736;;;A la Comisión Nacional de la Competencia;435020
2008;16001;000X;4;;;TRANSFERENCIAS CORRIENTES;65790
2008;16001;000X;43;;;A Agencias Estatales y otros Organismos Públicos;65790
2008;16001;000X;435/16001;;;A la Agencia Estatal de Administración Tributaria, por los gastos comunes del edificio de la calle del Plomo en Madrid;65790
2008;16002;000X;4;;;TRANSFERENCIAS CORRIENTES;1600000
2008;16002;000X;41;;;A Organismos Autónomos;1600000
2008;16002;000X;410/16002;;;A la Gerencia de Infraestructuras y Equipamiento de la Seguridad del Estado;1600000
2008;16005;000X;4;;;TRANSFERENCIAS CORRIENTES;20861750
2008;16005;000X;41;;;A Organismos Autónomos;20861750
2008;16005;000X;411/16005;;;A Trabajo Penitenciario y Formación para el Empleo;20861750
2008;16005;000X;7;;;TRANSFERENCIAS DE CAPITAL;3927200
2008;16005;000X;71;;;A Organismos Autónomos;3927200
2008;16005;000X;710/16005;;;A Trabajo Penitenciario y Formación para el Empleo;3927200
2008;16101;000X;4;;;TRANSFERENCIAS CORRIENTES;121331820
2008;16101;000X;40;;;A la Administración del Estado;121331820
2008;16101;000X;400/16101;;;Al Estado, para generar crédito en el Ministerio del Interior por acuerdo del Ministro de Economía y Hacienda;1270000
2008;16101;000X;401;;;Al Estado;120061820
2008;17001;000X;4;;;TRANSFERENCIAS CORRIENTES;13280
2008;17001;000X;41;;;A Organismos Autónomos;13280
2008;17001;000X;412;;;Al Parque de Maquinaria para compensar las actividades de desarrollo de la Junta Administradora de vehículos y maquinaria.;13280
2008;17018;000X;4;;;TRANSFERENCIAS CORRIENTES;1100000
2008;17018;000X;41;;;A Organismos Autónomos;1100000
2008;17018;000X;412/17018;;;Al Centro Nacional de Información Geográfica (CNIG);1100000
2008;17018;000X;7;;;TRANSFERENCIAS DE CAPITAL;3121200
2008;17018;000X;71;;;A Organismos Autónomos;3121200
2008;17018;000X;712/17018;;;Al Centro Nacional de Información Geográfica (CNIG).;3121200
2008;17020;000X;4;;;TRANSFERENCIAS CORRIENTES;16123390
2008;17020;000X;41;;;A Organismos Autónomos;16123390
2008;17020;000X;410/17020;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);16123390
2008;17020;000X;7;;;TRANSFERENCIAS DE CAPITAL;8380470
2008;17020;000X;71;;;A Organismos Autónomos;8380470
2008;17020;000X;710/17020;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);8380470
2008;17039;000X;4;;;TRANSFERENCIAS CORRIENTES;124080
2008;17039;000X;41;;;A Organismos Autónomos;124080
2008;17039;000X;410/17039;;;A la Jefatura de Tráfico para cursos de formación de la Agrupación de Tráfico de la Guardia Civil.;124080
2008;18001;000X;4;;;TRANSFERENCIAS CORRIENTES;117256360
2008;18001;000X;41;;;A Organismos Autónomos;117256360
2008;18001;000X;410/18001;;;Al Consejo Superior de Deportes.;117256360
2008;18001;000X;7;;;TRANSFERENCIAS DE CAPITAL;53179630
2008;18001;000X;71;;;A Organismos Autónomos;53179630
2008;18001;000X;710/18001;;;Al Consejo Superior de Deportes.;53179630
2008;18003;000X;4;;;TRANSFERENCIAS CORRIENTES;519250970
2008;18003;000X;41;;;A Organismos Autónomos;519250970
2008;18003;000X;410/18003;;;Al Instituto Geológico y Minero de España (IGME);19834650
2008;18003;000X;411/18003;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT);49199590
2008;18003;000X;412/18003;;;Al Instituto Español de Oceanografía (IEO);23372430
2008;18003;000X;413/18003;;;Al Consejo Superior de Investigaciones Científicas (CSIC);382695470
2008;18003;000X;414/18003;;;Al Instituto de Astrofísica de Canarias (IAC);8444060
2008;18003;000X;415/18003;;;Al Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (INIA);32479910
2008;18003;000X;417;;;Al Organismo Autónomo Programas Educativos Europeos;3224860
2008;18003;000X;7;;;TRANSFERENCIAS DE CAPITAL;331783790
2008;18003;000X;71;;;A Organismos Autónomos;331783790
2008;18003;000X;710/18003;;;Al Instituto Geológico y Minero de España (IGME);10597950
2008;18003;000X;711/18003;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT);46699730
2008;18003;000X;712/18003;;;Al Instituto Español de Oceanografía (IEO);32542480
2008;18003;000X;713;;;Al Consejo Superior de Investigaciones Científicas (CSIC);193914010
2008;18003;000X;714/18003;;;Al Instituto de Astrofísica de Canarias (IAC);4186580
2008;18003;000X;715;;;Al Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (INIA);43072290
2008;18003;000X;717;;;Al Organismo Autónomo Programas Educativos Europeos;20750
2008;18003;000X;718;;;Al Consejo Superior de Investigaciones Científicas para   Exploralab.Parque Científico de Granada;750000
2008;18006;000X;4;;;TRANSFERENCIAS CORRIENTES;7990550
2008;18006;000X;41;;;A Organismos Autónomos;7990550
2008;18006;000X;410/18006;;;Al Consejo Superior de Investigaciones Científicas;7990550
2008;18006;000X;410/18006;;01;Al Consejo Superior de Investigaciones Científicas para el funcionamiento operativo de instrumentos, líneas e instalaciones científicas;4160150
2008;18006;000X;410/18006;;02;Fondo estratégico para Infraestructuras Científicas y Tecnológicas: Al Consejo Superior de Investigaciones Científicas para el funcionamiento operativo del buque oceanográfico Sarmiento de Gamboa;3830400
2008;18006;000X;7;;;TRANSFERENCIAS DE CAPITAL;3976520
2008;18006;000X;71;;;A Organismos Autónomos;3976520
2008;18006;000X;710/18006;;;Fondo estratégico para Infraestructuras Científicas y Tecnológicas;3976520
2008;18006;000X;710/18006;;02;Al Consejo Superior de Investigaciones Científicas para promoción, desarrollo, equipamiento y explotación de instrumentos, líneas e instalaciones científicas.;226520
2008;18006;000X;710/18006;;03;Al Consejo Superior de Investigaciones Científicas para la remodelación de las Bases Antárticas;3500000
2008;18006;000X;710/18006;;04;Al Consejo Superior de Investigaciones Científicas para el Centro de Competencia Tecnológica de la leche en Asturias;250000
2008;18007;000X;4;;;TRANSFERENCIAS CORRIENTES;5148500
2008;18007;000X;41;;;A Organismos Autónomos;5148500
2008;18007;000X;410/18007;;;A la Universidad Internacional Menéndez Pelayo;5118500
2008;18007;000X;411/18007;;;A la Universidad Internacional Menéndez Pelayo, para definición y desarrollo del Espacio Europeo de la Educación Superior;30000
2008;18007;000X;7;;;TRANSFERENCIAS DE CAPITAL;615570
2008;18007;000X;71;;;A Organismos Autónomos;615570
2008;18007;000X;710/18007;;;A la Universidad Internacional Menéndez Pelayo;615570
2008;18008;000X;4;;;TRANSFERENCIAS CORRIENTES;714800
2008;18008;000X;41;;;A Organismos Autónomos;714800
2008;18008;000X;410/18008;;;Al Instituto Geológico y Minero de España (IGME), para los gastos de la participación española en el Comité Polar;146000
2008;18008;000X;412/18008;;;Al Instituto de Astrofísica de Canarias, para la contribución global del Programa del Grupo de Telescopios Isaac Newton;568800
2008;18202;000X;4;;;TRANSFERENCIAS CORRIENTES;1008700
2008;18202;000X;41;;;A Organismos Autónomos;1008700
2008;18202;000X;411/18202;;;Aportación al Instituto de Salud Carlos III para cofinanciar los gastos del convenio con el Instituto Salk de Estudios Biológicos.;243840
2008;18202;000X;412/18202;;;A la Universidad Internacional Menéndez Pelayo para el desarrollo de programas de postgrado;200000
2008;18202;000X;413/18202;;;Al Instituto Nacional de Técnicas Aeroespaciales;564860
2008;18204;000X;7;;;TRANSFERENCIAS DE CAPITAL;510000
2008;18204;000X;71;;;A Organismos Autónomos;510000
2008;18204;000X;710/18204;;;Para proyectos de investigación.;510000
2008;18204;000X;710/18204;;00;Al Consejo Superior de Investigaciones Científicas (C.S.I.C.);450000
2008;18204;000X;710/18204;;02;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (C.I.E.M.A.T);20000
2008;18204;000X;710/18204;;03;Al Instituto de Salud Carlos III;40000
2008;19001;000X;4;;;TRANSFERENCIAS CORRIENTES;35151600
2008;19001;000X;41;;;A Organismos Autónomos;26950450
2008;19001;000X;417/19001;;;Al Instituto de la Juventud para el cumplimiento de sus fines;21447300
2008;19001;000X;418;;;Al Consejo de la Juventud de España para el cumplimiento de sus fines;2603000
2008;19001;000X;419;;;Al Real Patronato sobre Discapacidad para el cumplimiento de sus fines.;2900150
2008;19001;000X;43;;;A Agencias Estatales y otros Organismos Públicos;8201150
2008;19001;000X;435/19001;;;Al Consejo Económico y Social para el cumplimiento de sus fines;8201150
2008;19001;000X;7;;;TRANSFERENCIAS DE CAPITAL;4092300
2008;19001;000X;71;;;A Organismos Autónomos;3529260
2008;19001;000X;717/19001;;;Al Instituto de la Juventud;3304520
2008;19001;000X;718/19001;;;Al Consejo de la Juventud de España;197670
2008;19001;000X;719;;;Al Real Patronato sobre Discapacidad.;27070
2008;19001;000X;73;;;A Agencias Estatales y otros Organismos Públicos;563040
2008;19001;000X;735/19001;;;Al Consejo Económico y Social;563040
2008;19002;000X;4;;;TRANSFERENCIAS CORRIENTES;5405831950
2008;19002;000X;42;;;A la Seguridad Social;5405831950
2008;19002;000X;420;;;Prestaciones socio-económicas de carácter no contributivo.;3210410220
2008;19002;000X;420;;00;Financiación de las prestaciones derivadas de la Ley 13/1982.;65811000
2008;19002;000X;420;;02;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990 . Pensiones.;2137583440
2008;19002;000X;420;;03;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990. Protección familiar.;1004640130
2008;19002;000X;420;;04;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones de maternidad no contributivas establecidas por la Ley Orgánica 3/2007, de 22 de marzo.;2375650
2008;19002;000X;423;;;Aportación del Estado para financiar los complementos  de pensiones mínimas del Sistema de la Seguridad Social.;2106350000
2008;19002;000X;426;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;25086180
2008;19002;000X;429;;;Otras aportaciones a la Seguridad Social.;63985550
2008;19002;000X;429;;01;Cuotas de seguridad social  correspondientes a los trabajadores afectados por el art.8 de la Ley de Amnistía de 15 de octubre de 1977.;12020
2008;19002;000X;429;;03;A la Seguridad Social para financiar las bonificaciones de cuotas empresariales por tripulantes de buques especificados en la Ley 19/1994 de Régimen Económico y Fiscal de Canarias;45726530
2008;19002;000X;429;;04;Transferencia a la S.Social para financiar las prestaciones del Síndrome Tóxico.;18247000
2008;19002;000X;7;;;TRANSFERENCIAS DE CAPITAL;3162000
2008;19002;000X;72;;;A la Seguridad Social;3162000
2008;19002;000X;726;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del Instituto Social de la Marina;3162000
2008;19003;000X;4;;;TRANSFERENCIAS CORRIENTES;174817420
2008;19003;000X;41;;;A Organismos Autónomos;30276940
2008;19003;000X;410/19003;;;Al Servicio Público de Empleo Estatal para facilitar la reinserción laboral de los trabajadores que pierdan su empleo en determinados sectores productivos afectados por la apertura de mercados y la internacionalización de la economía;6000000
2008;19003;000X;411/19003;;;Al SPEE para compensar el gasto incurrido de bonificaciones en las cotizaciones de Seguridad Social del personal investigador (art. 12 del RD 278/2007, de 23 de febrero);100000
2008;19003;000X;415/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo para el cumplimiento de sus fines.;24176940
2008;19003;000X;42;;;A la Seguridad Social;144540480
2008;19003;000X;422;;;Ayudas previas a la jubilación ordinaria a trabajadores mayores de 60 años en el sistema de la Seguridad Social.;144540480
2008;19003;000X;7;;;TRANSFERENCIAS DE CAPITAL;2936450
2008;19003;000X;71;;;A Organismos Autónomos;2936450
2008;19003;000X;712/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo;2936450
2008;19004;000X;4;;;TRANSFERENCIAS CORRIENTES;931276610
2008;19004;000X;42;;;A la Seguridad Social;931276610
2008;19004;000X;424;;;Al IMSERSO, para el cumplimiento de sus fines;294275350
2008;19004;000X;427;;;Al IMSERSO para mínimo garantizado en dependencia.;502353580
2008;19004;000X;428;;;Al IMSERSO. Nivel convenido en dependencia (SAAD).;72462550
2008;19004;000X;429/19004;;;Al IMSERSO para otros gastos en dependencia.;62185130
2008;19004;000X;7;;;TRANSFERENCIAS DE CAPITAL;84843210
2008;19004;000X;72;;;A la Seguridad Social;84843210
2008;19004;000X;720;;;Al IMSERSO, para el cumplimiento de sus fines;32067010
2008;19004;000X;728;;;Al IMSERSO. Nivel convenido en dependencia(SAAD);39776200
2008;19004;000X;729;;;Al IMSERSO para otros gastos en dependencia.;13000000
2008;19007;000X;4;;;TRANSFERENCIAS CORRIENTES;4048080
2008;19007;000X;42;;;A la Seguridad Social;4048080
2008;19007;000X;425;;;Cuotas de seguridad social de emigrantes;4048080
2008;19008;000X;4;;;TRANSFERENCIAS CORRIENTES;19752580
2008;19008;000X;41;;;A Organismos Autónomos;19752580
2008;19008;000X;416;;;Al Instituto de la Mujer para el cumplimiento de sus fines;19752580
2008;19008;000X;7;;;TRANSFERENCIAS DE CAPITAL;2895930
2008;19008;000X;71;;;A Organismos Autónomos;2895930
2008;19008;000X;716;;;Al Instituto de la Mujer;2895930
2008;19101;000X;4;;;TRANSFERENCIAS CORRIENTES;321890070
2008;19101;000X;40;;;A la Administración del Estado;181632780
2008;19101;000X;400/19101;;;Planes de reinserción y de mejora de la capacidad de ocupación de demandantes de empleo;9725860
2008;19101;000X;400/19101;;00;Reserva de gestión directa del SPEE. Planes de contratación temporal de trabajadores desempleados;332200
2008;19101;000X;400/19101;;01;"Reserva de gestión directa del SPEE ""A entidades promotoras para ayudas salariales a los alumnos-trabajadores de Escuelas Taller y Casas de Oficios en las fases de alternancia y a los alumnos-trabajadores de Talleres de Empleo""";4754920
2008;19101;000X;400/19101;;02;"Reserva gestión directa del SPEE ""Para subvenciones a entidades promotoras de Escuelas Taller, Casas de Oficios y Talleres de Empleo, y otros gastos""";4638740
2008;19101;000X;401/19101;;;"Reserva gestión directa del SPEE ""Cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a entidades colaboradoras de formación profesional para desempleados, a órganos de la Administración General del Estado""";2827080
2008;19101;000X;402;;;"Reserva gestión directa del SPEE ""Para gastos derivados de políticas activas de fomento del empleo""";51050
2008;19101;000X;409;;;Para equilibrar el coste asumido por el Estado por las transferencias a las Comunidades Autónomas en políticas activas de empleo;169028790
2008;19101;000X;409;;01;Transferencias en materia de programas de fomento de empleo, formación de desempleados y escuelas taller, casas de oficios y talleres de empleo;160737490
2008;19101;000X;409;;02;Transferencias en materia de formación de ocupados;8291300
2008;19101;000X;41;;;A Organismos Autónomos;140257290
2008;19101;000X;411/19101;;;Al Consejo de Administración del Patrimonio Nacional, para gastos derivados del programa de Escuelas Taller, Casas de Oficios y Talleres de Empleo;3329280
2008;19101;000X;411/19101;;01;"Reserva gestión directa del SPEE ""Para ayudas salariales a los alumnos-trabajadores de Escuelas Taller y Casas de Oficios en las fases de alternancia y a los alumnos-trabajadores de Talleres de Empleo""";1685230
2008;19101;000X;411/19101;;02;"Reserva gestión directa del SPEE ""Para subvenciones correspondientes al programa de Escuelas Taller, Casas de Oficios y Talleres de Empleo, y otros gastos""";1644050
2008;19101;000X;412/19101;;;Reserva de gestión directa del SPEE. Trabajo penitenciario y formación para el empleo (Ministerio del Interior);4577870
2008;19101;000X;412/19101;;00;Planes de contratación temporal de trabajadores desempleados;114240
2008;19101;000X;412/19101;;01;Para cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a entidades colaboradoras de formación profesional para desempleados, a organismos autónomos de la Administración General del Estado;4463630
2008;19101;000X;413/19101;;;Reserva de gestión directa del SPEE. Dirección General de Tráfico -Jefatura de Tráfico- (Ministerio del Interior). Para gastos derivados de politicas activas de fomento del empleo;433500
2008;19101;000X;413/19101;;00;Planes de contratación temporal de trabajadores desempleados;433500
2008;19101;000X;414/19101;;;Reserva de gestión directa del SPEE, Consejo Superior de Investigaciones Científicas (Ministerio de Educación y Ciencia). Para gastos derivados de políticas activas de fomento del empleo;271140
2008;19101;000X;414/19101;;00;Planes de contratación temporal de trabajadores desempleados;271140
2008;19101;000X;415/19101;;;Al Instituto Nacional de Administración Pública, para la formación del personal al servicio de las Administraciones Públicas;127387500
2008;19101;000X;416/19101;;;Reserva gestión directa SPEE. Instituto de la Cinematografía y de las Artes Audiovisuales (Ministerio de Cultura). Para gastos derivados de políticas activas de fomento del empleo.;300000
2008;19101;000X;416/19101;;00;Planes de contratación temporal de trabajadores desempleados;300000
2008;19101;000X;417/19101;;;A la Agencia Española de Cooperación Internacional, para financiar los gastos derivados del programa de Escuelas Taller y Casas de Oficios a desarrollar en el exterior;3746000
2008;19101;000X;418/19101;;;Reserva de gestión directa SPEE. Instituto Nacional de las Artes Escénicas y de la Música (Ministerio de Cultura). Para gastos derivados de políticas activas de fomento del empleo.;212000
2008;19101;000X;418/19101;;00;Planes de contratación temporal de trabajadores desempleados;212000
2008;20003;000X;4;;;TRANSFERENCIAS CORRIENTES;16005850
2008;20003;000X;43;;;A Agencias Estatales y otros Organismos Públicos;16005850
2008;20003;000X;437/20003;;;Transferencias a Entes Públicos;16005850
2008;20003;000X;437/20003;;04;Al I.C.E.X. para atender sus gastos de funcionamiento;16005850
2008;20003;000X;7;;;TRANSFERENCIAS DE CAPITAL;154368480
2008;20003;000X;73;;;A Agencias Estatales y otros Organismos Públicos;154368480
2008;20003;000X;737/20003;;;Transferencias a Entes Públicos;154368480
2008;20003;000X;737/20003;;01;Al I.C.E.X. para sus operaciones de capital;154368480
2008;20004;000X;4;;;TRANSFERENCIAS CORRIENTES;38100500
2008;20004;000X;41;;;A Organismos Autónomos;38100500
2008;20004;000X;411/20004;;;Al Instituto de Turismo de España;38100500
2008;20004;000X;411/20004;;00;Al Instituto de Turismo de España;37650000
2008;20004;000X;411/20004;;01;A TURESPAÑA por compensación de gastos de edificios por la D.G.T. y el I.E.T.;450500
2008;20004;000X;7;;;TRANSFERENCIAS DE CAPITAL;67213140
2008;20004;000X;71;;;A Organismos Autónomos;67213140
2008;20004;000X;713/20004;;;Al Instituto de Turismo de España;67213140
2008;20015;000X;4;;;TRANSFERENCIAS CORRIENTES;3968770
2008;20015;000X;41;;;A Organismos Autónomos;3968770
2008;20015;000X;416/20015;;;Al Centro Español de Metrología;3968770
2008;20015;000X;7;;;TRANSFERENCIAS DE CAPITAL;3138560
2008;20015;000X;71;;;A Organismos Autónomos;3138560
2008;20015;000X;716/20015;;;Al Centro Español de Metrología;3138560
2008;20018;000X;4;;;TRANSFERENCIAS CORRIENTES;158041550
2008;20018;000X;41;;;A Organismos Autónomos;152785740
2008;20018;000X;410/20018;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas;175000
2008;20018;000X;412/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;152610740
2008;20018;000X;43;;;A Agencias Estatales y otros Organismos Públicos;5255810
2008;20018;000X;436/20018;;;Al Consejo de Seguridad Nuclear;5255810
2008;20018;000X;7;;;TRANSFERENCIAS DE CAPITAL;46869200
2008;20018;000X;71;;;A Organismos Autónomos;46735780
2008;20018;000X;712/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;46735780
2008;20018;000X;73;;;A Agencias Estatales y otros Organismos Públicos;133420
2008;20018;000X;736/20018;;;Al Consejo de Seguridad Nuclear;133420
2008;20102;000X;4;;;TRANSFERENCIAS CORRIENTES;6010120
2008;20102;000X;40;;;A la Administración del Estado;6010120
2008;20102;000X;401/20102;;;A la Administración del Estado.;6010120
2008;21001;000X;4;;;TRANSFERENCIAS CORRIENTES;322738940
2008;21001;000X;41;;;A Organismos Autónomos;322738940
2008;21001;000X;412/21001;;;Subvención a la Agencia para el Aceite de Oliva (AAO);5865540
2008;21001;000X;413/21001;;;Subvención al Fondo Español de Garantía Agraria (FEGA);31495680
2008;21001;000X;413/21001;;00;Para gastos de funcionamiento;31495680
2008;21001;000X;414/21001;;;Subvención a la Entidad Estatal de Seguros Agrarios (ENESA);285377720
2008;21001;000X;7;;;TRANSFERENCIAS DE CAPITAL;23739400
2008;21001;000X;71;;;A Organismos Autónomos;23739400
2008;21001;000X;712/21001;;;Subvención a la Agencia para el Aceite de Oliva (AAO), para gastos de capital.;422610
2008;21001;000X;713/21001;;;Al Fondo Español de Garantía Agraria (FEGA), para gastos de capital.;21195160
2008;21001;000X;714/21001;;;Subvención a la Entidad Estatal de Seguros Agrarios (ENESA) para gastos de capital;2121630
2008;21009;000X;4;;;TRANSFERENCIAS CORRIENTES;2556480
2008;21009;000X;41;;;A Organismos Autónomos;2556480
2008;21009;000X;410/21009;;;Subvención al Fondo de Regulación y Organización del Mercado de Productos de la Pesca y Cultivos Marinos (FROM);2556480
2008;21009;000X;7;;;TRANSFERENCIAS DE CAPITAL;16798990
2008;21009;000X;71;;;A Organismos Autónomos;16798990
2008;21009;000X;710/21009;;;Al Fondo de Regulación y Organización del Mercado de Productos de la Pesca y Cultivos Marinos (FROM) para gastos de capital;16798990
2008;21211;000X;7;;;TRANSFERENCIAS DE CAPITAL;18000000
2008;21211;000X;70;;;A la Administración del Estado;18000000
2008;21211;000X;700;;;Ai Estado. Ayudas Desarrollo Rural.FEGA Organismo pagador;18000000
2008;22001;000X;4;;;TRANSFERENCIAS CORRIENTES;21733850
