EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2012;15026;000X;718/15026;;;Al Instituto Nacional de Administración Pública (INAP);342240
2012;15026;000X;73;;;A agencias estatales y otros organismos públicos;159400
2012;15026;000X;730/15026;;;A la Agencia Estatal de Evaluación de las Políticas Públicas y la Calidad de los Servicios (AEVAL);159400
2012;15104;000X;4;;;TRANSFERENCIAS CORRIENTES;14594700
2012;15104;000X;40;;;A la Administración del Estado;14594700
2012;15104;000X;400/15104;;;A la Administración del Estado;14594700
2012;16001;000X;4;;;TRANSFERENCIAS CORRIENTES;107600
2012;16001;000X;43;;;A agencias estatales y otros organismos públicos;107600
2012;16001;000X;435/16001;;;A la Agencia Estatal de Administración Tributaria, por los gastos comunes del edificio de la calle del Plomo en Madrid;105000
2012;16001;000X;439;;;A la Agencia Estatal de Administración Tributaria, por los gastos comunes del edificio de la calle del Plomo en Madrid. Obligaciones de ejercicios anteriores;2600
2012;16002;000X;4;;;TRANSFERENCIAS CORRIENTES;1969700
2012;16002;000X;41;;;A organismos autónomos;1969700
2012;16002;000X;410/16002;;;A la Gerencia de Infraestructuras y Equipamiento de la Seguridad del Estado;1969700
2012;16005;000X;4;;;TRANSFERENCIAS CORRIENTES;13696910
2012;16005;000X;41;;;A organismos autónomos;13696910
2012;16005;000X;411/16005;;;A Trabajo Penitenciario y Formación para el Empleo;13696910
2012;16005;000X;7;;;TRANSFERENCIAS DE CAPITAL;218130
2012;16005;000X;71;;;A organismos autónomos;218130
2012;16005;000X;710/16005;;;A Trabajo Penitenciario y Formación para el Empleo;218130
2012;16101;000X;4;;;TRANSFERENCIAS CORRIENTES;135791370
2012;16101;000X;40;;;A la Administración del Estado;135791370
2012;16101;000X;400/16101;;;Al Estado, para generar crédito en el Ministerio del Interior, según la DIsposición adicional segunda de la Ley Orgánica 6/2011;1270000
2012;16101;000X;401/16101;;;Al Estado;134521370
2012;17009;000X;7;;;TRANSFERENCIAS DE CAPITAL;400000
2012;17009;000X;73;;;A agencias estatales y otros organismos públicos;400000
2012;17009;000X;730/17009;;;Al Consejo Superior de Investigaciones Científicas;400000
2012;17009;000X;730/17009;;00;Al CSIC para el estudio base herramientas Codigo Tecnico de la Edificacion (Instituto de Ciencias de la Construcción Eduardo Torroja).;400000
2012;17018;000X;4;;;TRANSFERENCIAS CORRIENTES;1890000
2012;17018;000X;41;;;A organismos autónomos;1890000
2012;17018;000X;412/17018;;;Al Centro Nacional de Información Geográfica (CNIG);1890000
2012;17018;000X;7;;;TRANSFERENCIAS DE CAPITAL;1730000
2012;17018;000X;71;;;A organismos autónomos;1730000
2012;17018;000X;712/17018;;;Al Centro Nacional de Información Geográfica (CNIG).;1730000
2012;17020;000X;4;;;TRANSFERENCIAS CORRIENTES;1800000
2012;17020;000X;41;;;A organismos autónomos;1800000
2012;17020;000X;410/17020;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);1800000
2012;17020;000X;7;;;TRANSFERENCIAS DE CAPITAL;2700000
2012;17020;000X;71;;;A organismos autónomos;2700000
2012;17020;000X;710/17020;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);2700000
2012;17039;000X;4;;;TRANSFERENCIAS CORRIENTES;111370
2012;17039;000X;41;;;A organismos autónomos;111370
2012;17039;000X;410/17039;;;A la Jefatura de Tráfico para cursos de formación de la Agrupación de Tráfico de la Guardia Civil.;111370
2012;18001;000X;4;;;TRANSFERENCIAS CORRIENTES;143980540
2012;18001;000X;41;;;A organismos autónomos;143980540
2012;18001;000X;410/18001;;;Al Consejo Superior de Deportes;80729010
2012;18001;000X;411/18001;;;Al Consejo Superior de Deportes, para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de Regulación del juego en relación con el Real Decreto 419/1991 de 27 de marzo por el que se regula la distribución de la recaudación y premios de las Apuestas Deportivas del Estado;63251530
2012;18001;000X;7;;;TRANSFERENCIAS DE CAPITAL;26089290
2012;18001;000X;71;;;A organismos autónomos;26089290
2012;18001;000X;710/18001;;;Al Consejo Superior de Deportes;23245990
2012;18001;000X;711/18001;;;Al Consejo Superior de Deportes, para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de Regulación del juego en relación con el Real Decreto 419/1991 de 27 de marzo por el que se regula la distribución de la recaudación y premios de las Apuestas Deportivas del Estado;2843300
2012;18006;000X;4;;;TRANSFERENCIAS CORRIENTES;2400490
2012;18006;000X;41;;;A organismos autónomos;2400490
2012;18006;000X;417/18006;;;Al Organismo Autónomo Programas Educativos Europeos;2400490
2012;18006;000X;7;;;TRANSFERENCIAS DE CAPITAL;46410
2012;18006;000X;71;;;A organismos autónomos;46410
2012;18006;000X;717/18006;;;Al Organismo Autónomo Programas Educativos Europeos;46410
2012;18007;000X;4;;;TRANSFERENCIAS CORRIENTES;3041460
2012;18007;000X;41;;;A organismos autónomos;3041460
2012;18007;000X;410/18007;;;A la Universidad Internacional Menéndez Pelayo;2929460
2012;18007;000X;412/18007;;;A la Universidad Internacional Menéndez Pelayo para el proyecto Aula de Verano;112000
2012;18007;000X;7;;;TRANSFERENCIAS DE CAPITAL;859800
2012;18007;000X;71;;;A organismos autónomos;859800
2012;18007;000X;710/18007;;;A la Universidad Internacional Menéndez Pelayo;859800
2012;18009;000X;4;;;TRANSFERENCIAS CORRIENTES;271381390
2012;18009;000X;41;;;A organismos autónomos;233268240
2012;18009;000X;412/18009;;;A la Biblioteca Nacional.;22446130
2012;18009;000X;414/18009;;;Al Instituto de la Cinematografía y de las Artes Audiovisuales.;11056250
2012;18009;000X;415/18009;;;Al Instituto de la Cinematografía y de las Artes Audiovisuales. Dotación del Fondo de Protección a la Cinematografía.;49000000
2012;18009;000X;416/18009;;;Al Instituto Nacional de las Artes Escénicas y de la Música;143150730
2012;18009;000X;417/18009;;;A la Gerencia de Infraestructuras y Equipamientos de Cultura;7615130
2012;18009;000X;43;;;A agencias estatales y otros organismos públicos;38113150
2012;18009;000X;437/18009;;;Al Museo Nacional del Prado.;11510000
2012;18009;000X;438;;;Al Museo Nacional Centro de Arte Reina Sofía;26603150
2012;18009;000X;7;;;TRANSFERENCIAS DE CAPITAL;85759690
2012;18009;000X;71;;;A organismos autónomos;73320280
2012;18009;000X;712/18009;;;A la Biblioteca Nacional.;9113050
2012;18009;000X;714/18009;;;Al Instituto de la Cinematografía y de las Artes Audiovisuales.;1483980
2012;18009;000X;716/18009;;;Al Instituto Nacional de las Artes Escénicas y de la Música;7107920
2012;18009;000X;717/18009;;;A la Gerencia de Infraestructuras y Equipamientos de Cultura;55615330
2012;18009;000X;73;;;A agencias estatales y otros organismos públicos;12439410
2012;18009;000X;737/18009;;;Al Museo Nacional del Prado.;4895000
2012;18009;000X;738;;;Al Museo Nacional Centro de Arte Reina Sofía;7544410
2012;18106;000X;4;;;TRANSFERENCIAS CORRIENTES;4752140
2012;18106;000X;43;;;A agencias estatales y otros organismos públicos;4752140
2012;18106;000X;430/18106;;;A la Agencia Estatal Antidopaje para cumplimiento de sus fines;4752140
2012;18106;000X;7;;;TRANSFERENCIAS DE CAPITAL;510310
2012;18106;000X;73;;;A agencias estatales y otros organismos públicos;510310
2012;18106;000X;730/18106;;;A la Agencia Estatal Antidopaje para cumplimiento de sus fines;510310
2012;19001;000X;4;;;TRANSFERENCIAS CORRIENTES;7581180
2012;19001;000X;43;;;A agencias estatales y otros organismos públicos;7581180
2012;19001;000X;435/19001;;;Al Consejo Económico y Social para el cumplimiento de sus fines;7581180
2012;19001;000X;7;;;TRANSFERENCIAS DE CAPITAL;100000
2012;19001;000X;73;;;A agencias estatales y otros organismos públicos;100000
2012;19001;000X;735/19001;;;Al Consejo Económico y Social;100000
2012;19002;000X;4;;;TRANSFERENCIAS CORRIENTES;7057327550
2012;19002;000X;42;;;A la Seguridad Social;7057327550
2012;19002;000X;420;;;Prestaciones socio-económicas de carácter no contributivo.;3178731670
2012;19002;000X;420;;00;Financiación de las prestaciones derivadas de la Ley 13/1982.;35778100
2012;19002;000X;420;;02;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990 . Pensiones.;2137583440
2012;19002;000X;420;;03;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por  las Leyes 26/1990 y 35/2007. Protección familiar.;1004640130
2012;19002;000X;420;;04;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones de maternidad no contributivas establecidas por la Ley Orgánica 3/2007, de 22 de marzo.;730000
2012;19002;000X;423/19002;;;Aportación del Estado para financiar los complementos  de pensiones mínimas del Sistema de la Seguridad Social.;3806350000
2012;19002;000X;426/19002;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;13118680
2012;19002;000X;429/19002;;;Otras aportaciones a la Seguridad Social.;59127200
2012;19002;000X;429/19002;;01;Cuotas de seguridad social  correspondientes a los trabajadores afectados por el art.8 de la Ley de Amnistía de 15 de octubre de 1977.;12020
2012;19002;000X;429/19002;;03;A la Seguridad Social para financiar las bonificaciones de cuotas empresariales por tripulantes de buques especificados en la Ley 19/1994 de Régimen Económico y Fiscal de Canarias;40868180
2012;19002;000X;429/19002;;04;Transferencia a la S.Social para financiar las prestaciones del Síndrome Tóxico.;18247000
2012;19002;000X;7;;;TRANSFERENCIAS DE CAPITAL;1500000
2012;19002;000X;72;;;A la Seguridad Social;1500000
2012;19002;000X;726;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del Instituto Social de la Marina;1500000
2012;19003;000X;4;;;TRANSFERENCIAS CORRIENTES;13368985560
2012;19003;000X;41;;;A organismos autónomos;13310343940
2012;19003;000X;411/19003;;;Al SPEE para compensar el gasto incurrido de bonificaciones en las cotizaciones de Seguridad Social del personal investigador (art. 12 del RD 278/2007, de 23 de febrero);100000
2012;19003;000X;412/19003;;;Para financiar el presupuesto del Servicio Público de Empleo Estatal;13287575270
2012;19003;000X;415/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo para el cumplimiento de sus fines.;22668670
2012;19003;000X;42;;;A la Seguridad Social;58641620
2012;19003;000X;422/19003;;;Ayudas previas a la jubilación ordinaria a trabajadores mayores de 60 años en el sistema de la Seguridad Social.;58641620
2012;19003;000X;7;;;TRANSFERENCIAS DE CAPITAL;19918540
2012;19003;000X;71;;;A organismos autónomos;19918540
2012;19003;000X;712/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo;1025040
2012;19003;000X;713/19003;;;Para financiar el presupuesto del SPEE;18893500
2012;19101;000X;4;;;TRANSFERENCIAS CORRIENTES;139509480
2012;19101;000X;40;;;A la Administración del Estado;66361020
2012;19101;000X;400/19101;;;Reserva de gestión directa del SPEE. Gestión de acciones y medidas de políticas activas de empleo en colaboración con órganos de la Administración General del Estado;3317830
2012;19101;000X;400/19101;;00;Reserva de gestión directa del SPEE. Oportunidades de empleo y fomento de la contratación;17830
2012;19101;000X;400/19101;;01;Reserva de gestión directa del SPEE. Oportunidades de empleo y formación;3300000
2012;19101;000X;401/19101;;;"Reserva gestión directa del SPEE ""Cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a centros y entidades de formación profesional para el empleo a parados, a órganos de la Administración General del Estado""";75120
2012;19101;000X;402;;;Reserva gestión directa del SPEE. Gestión de acciones y medidas de políticas activas de empleo en colaboración con órganos de la Administración General del Estado;25490
2012;19101;000X;409;;;Por las transferencias a las Comunidades Autónomas en políticas activas de empleo.;62942580
2012;19101;000X;409;;01;Transferencias en materia de acciones, medidas y programas de fomento del empleo.;12482930
2012;19101;000X;409;;02;Transferencias en materia de acciones, medidas y programas de formación profesional para el empleo.;50459650
2012;19101;000X;41;;;A organismos autónomos;69866370
2012;19101;000X;410/19101;;;Reserva de gestión directa del SPEE. Oportunidades de empleo y fomento de la contratación de desempleados en obras y servicios de interés general y social por organismos autónomos de la Administración General del Estado;529220
2012;19101;000X;410/19101;;00;Trabajo Penitenciario y Formación para el Empleo (Ministerio del Interior);57050
2012;19101;000X;410/19101;;01;Jefatura de Tráfico (Ministerio del Interior);216480
2012;19101;000X;410/19101;;03;Instituto de Cinematografía y de las Artes Audiovisuales (Ministerio de Educación, Cultura y Deporte);149820
2012;19101;000X;410/19101;;04;Instituto Nacional de las Artes Escénicas y de la Música (Ministerio de Educación, Cultura y Deporte);105870
2012;19101;000X;411/19101;;;Reserva gestión directa SPEE. Acciones y medidas de políticas activas de empleo. Oportunidades de empleo y formación. Consejo de Administración del Patrimonio Nacional (Ministerio de Presidencia);4000000
2012;19101;000X;412/19101;;;Reserva de gestión directa  SPEE. Para cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a centros y entidades de formación profesional para el empleo a parados, a Organismos Autónomos de la Administración General del Estado;4643960
2012;19101;000X;412/19101;;01;Trabajo Penitenciario y Formación para el Empleo (Ministerio del Interior);4643960
2012;19101;000X;415/19101;;;Al Instituto Nacional de Administración Pública, para la formación del personal al servicio de las Administraciones Públicas;60693190
2012;19101;000X;43;;;A agencias estatales y otros organismos públicos;3282090
2012;19101;000X;430/19101;;;Acciones y medidas de políticas activas de empleo a desarrollar en el exterior. Oportunidades de empleo y formación. A la Agencia Española de Cooperación Internacional para el Desarrollo (AECID);3000000
2012;19101;000X;431/19101;;;Reserva de gestión directa del SPEE. Oportunidades de empleo y fomento de la contratación de desempleados en obras y servicios de interés general y social por organismos autónomos de la A.G.E. Consejo Superior de Investigaciones Científicas;282090
2012;20004;000X;4;;;TRANSFERENCIAS CORRIENTES;32251570
2012;20004;000X;41;;;A organismos autónomos;32251570
2012;20004;000X;411/20004;;;Al Instituto de Turismo de España;32251570
2012;20004;000X;411/20004;;00;Al Instituto de Turismo de España;31618790
2012;20004;000X;411/20004;;01;Al Instituto de Turismo de España por compensación de gastos de edificios por la Secretaría de Estado de Turismo;632780
2012;20004;000X;7;;;TRANSFERENCIAS DE CAPITAL;47526940
2012;20004;000X;71;;;A organismos autónomos;47526940
2012;20004;000X;713/20004;;;Al Instituto de Turismo de España;47526940
2012;20015;000X;4;;;TRANSFERENCIAS CORRIENTES;2326460
2012;20015;000X;41;;;A organismos autónomos;2326460
2012;20015;000X;416/20015;;;Al Centro Español de Metrología;2326460
2012;20015;000X;7;;;TRANSFERENCIAS DE CAPITAL;839720
2012;20015;000X;71;;;A organismos autónomos;839720
2012;20015;000X;716/20015;;;Al Centro Español de Metrología;839720
2012;20018;000X;4;;;TRANSFERENCIAS CORRIENTES;303400000
2012;20018;000X;41;;;A organismos autónomos;303000000
2012;20018;000X;410/20018;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas;100000
2012;20018;000X;412/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;302900000
2012;20018;000X;43;;;A agencias estatales y otros organismos públicos;400000
2012;20018;000X;436/20018;;;Al Consejo de Seguridad Nuclear;400000
2012;20018;000X;7;;;TRANSFERENCIAS DE CAPITAL;56052610
2012;20018;000X;71;;;A organismos autónomos;56052610
2012;20018;000X;712/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;56052610
2012;20102;000X;4;;;TRANSFERENCIAS CORRIENTES;6000000
2012;20102;000X;40;;;A la Administración del Estado;6000000
2012;20102;000X;401/20102;;;A la Administración del Estado.;6000000
2012;23001;000X;4;;;TRANSFERENCIAS CORRIENTES;251709690
2012;23001;000X;41;;;A organismos autónomos;251709690
2012;23001;000X;412/23001;;;Subvención a la Agencia para el Aceite de Oliva (AAO);66540
2012;23001;000X;414/23001;;;Subvención a la Entidad Estatal de Seguros Agrarios (ENESA);251643150
2012;23001;000X;7;;;TRANSFERENCIAS DE CAPITAL;1436010
2012;23001;000X;71;;;A organismos autónomos;1436010
2012;23001;000X;712/23001;;;Subvención a la Agencia para el Aceite de Oliva (AAO), para gastos de capital;506000
2012;23001;000X;714/23001;;;Subvención a la Entidad Estatal de Seguros Agrarios (ENESA) para gastos de capital;930010
2012;23004;000X;4;;;TRANSFERENCIAS CORRIENTES;54338080
2012;23004;000X;41;;;A organismos autónomos;6268680
2012;23004;000X;410/23004;;;Subvención al Organismo Autónomo Parques Nacionales;6268680
2012;23004;000X;43;;;A agencias estatales y otros organismos públicos;48069400
2012;23004;000X;430/23004;;;A la Agencia Estatal de Meteorología;48069400
2012;23004;000X;7;;;TRANSFERENCIAS DE CAPITAL;53960000
2012;23004;000X;71;;;A organismos autónomos;32036230
2012;23004;000X;710/23004;;;Subvención al Organismo Autónomo Parques Nacionales para gastos de capital;32036230
2012;23004;000X;73;;;A agencias estatales y otros organismos públicos;21923770
2012;23004;000X;730/23004;;;A la Agencia Estatal de Meteorología;21923770
2012;23005;000X;4;;;TRANSFERENCIAS CORRIENTES;45139770
2012;23005;000X;41;;;A organismos autónomos;45139770
2012;23005;000X;410/23005;;;A las Confederaciones Hidrográficas, para sufragar gastos corrientes;28191210
2012;23005;000X;410/23005;;00;Confederación Hidrográfica del Duero;3841750
2012;23005;000X;410/23005;;01;Confederación Hidrográfica del Ebro;4380970
2012;23005;000X;410/23005;;02;Confederación Hidrográfica del Guadalquivir;2539500
2012;23005;000X;410/23005;;03;Confederación Hidrográfica del Guadiana;1334840
2012;23005;000X;410/23005;;04;Confederación Hidrográfica del Júcar;5318560
2012;23005;000X;410/23005;;05;Confederación Hidrográfica del Miño-Sil;872580
2012;23005;000X;410/23005;;06;Confederación Hidrográfica del Segura;4843260
2012;23005;000X;410/23005;;07;Confederación Hidrográfica del Cantábrico;1514050
2012;23005;000X;410/23005;;08;Confederación Hidrográfica del Tajo;3545700
2012;23005;000X;411/23005;;;A las Confederaciones Hidrográficas, para el pago del IBI de bienes de titularidad estatal;16948560
2012;23005;000X;411/23005;;00;Confederación Hidrográfica del Duero;2250600
2012;23005;000X;411/23005;;01;Confederación Hidrográfica del Ebro;3926920
2012;23005;000X;411/23005;;02;Confederación Hidrográfica del Guadalquivir;1000000
2012;23005;000X;411/23005;;03;Confederación Hidrográfica del Guadiana;4255780
2012;23005;000X;411/23005;;04;Confederación Hidrográfica del Júcar;2015000
2012;23005;000X;411/23005;;05;Confederación Hidrográfica del Miño-Sil;155910
2012;23005;000X;411/23005;;06;Confederación Hidrográfica del Segura;484090
2012;23005;000X;411/23005;;07;Confederación Hidrográfica del Cantábrico;36720
2012;23005;000X;411/23005;;08;Confederación Hidrográfica del Tajo;2823540
2012;23005;000X;7;;;TRANSFERENCIAS DE CAPITAL;42541340
2012;23005;000X;71;;;A organismos autónomos;42541340
2012;23005;000X;710/23005;;;A las Confederaciones Hidrográficas, para financiar operaciones de capital;24452500
2012;23005;000X;710/23005;;00;Confederación Hidrográfica del Duero;1185520
2012;23005;000X;710/23005;;01;Confederación Hidrográfica del Ebro;2746760
2012;23005;000X;710/23005;;02;Confederación Hidrográfica del Guadalquivir;4071350
2012;23005;000X;710/23005;;03;Confederación Hidrográfica del Guadiana;4627050
2012;23005;000X;710/23005;;04;Confederación Hidrográfica del Júcar;3548890
2012;23005;000X;710/23005;;05;Confederación Hidrográfica del Miño-Sil;1100000
2012;23005;000X;710/23005;;06;Confederación Hidrográfica del Segura;3574330
2012;23005;000X;710/23005;;07;Confederación Hidrográfica del Cantábrico;2413080
2012;23005;000X;710/23005;;08;Confederación Hidrográfica del Tajo;1185520
2012;23005;000X;711/23005;;;A la Confederación Hidrográfica del Guadiana para el Plan Especial Alto Guadiana y Llanura Manchega;13991730
2012;23005;000X;713/23005;;;A la C. H. del Júcar para apoyo en la ejecución de obras con financiación FEDER;4097110
2012;23011;000X;4;;;TRANSFERENCIAS CORRIENTES;16474560
2012;23011;000X;41;;;A organismos autónomos;16474560
2012;23011;000X;413/23011;;;Al Fondo Español de Garantía Agraria (FEGA) para gastos de funcionamiento.;16474560
2012;23011;000X;7;;;TRANSFERENCIAS DE CAPITAL;11231280
2012;23011;000X;71;;;A organismos autónomos;11231280
2012;23011;000X;713/23011;;;Al Fondo Español de Garantía Agraria (FEGA) para gastos de capital.;11231280
2012;23014;000X;7;;;TRANSFERENCIAS DE CAPITAL;20145560
2012;23014;000X;71;;;A organismos autónomos;20145560
2012;23014;000X;718/23014;;;Al Fondo Español de Garantia Agraria (FEGA) para cofinanciación Programas de Desarrollo Rural;20145560
2012;23018;000X;7;;;TRANSFERENCIAS DE CAPITAL;104746670
2012;23018;000X;71;;;A organismos autónomos;104746670
2012;23018;000X;718/23018;;;Al Fondo Español de Garantía Agraria (FEGA) para cofinanciación Programas de Desarrollo Rural;104746670
2012;23211;000X;7;;;TRANSFERENCIAS DE CAPITAL;4000000
2012;23211;000X;70;;;A la Administración del Estado;4000000
2012;23211;000X;700;;;Al Estado. Ayudas Desarrollo Rural.FEGA Organismo pagador;4000000
2012;23226;000X;7;;;TRANSFERENCIAS DE CAPITAL;12090
2012;23226;000X;71;;;A organismos autónomos;12090
2012;23226;000X;715/23226;;;Al Instituto Geológico y Minero de España;12090
2012;23232;000X;4;;;TRANSFERENCIAS CORRIENTES;2792240
2012;23232;000X;41;;;A organismos autónomos;2792240
2012;23232;000X;410/23232;;;A la Confederación Hidrográfica del Tajo, gastos de explotación del trasvase Tajo-Segura.;2792240
2012;25002;000X;4;;;TRANSFERENCIAS CORRIENTES;277629030
2012;25002;000X;41;;;A organismos autónomos;72166400
2012;25002;000X;410/25002;;;Al Centro de Estudios Políticos y Constitucionales;3871820
2012;25002;000X;411/25002;;;Al Centro de Investigaciones Sociológicas.;5867130
2012;25002;000X;417/25002;;;Al Consejo de Administración del Patrimonio Nacional;62427450
2012;25002;000X;43;;;A agencias estatales y otros organismos públicos;205462630
2012;25002;000X;437/25002;;;Al Centro Nacional de Inteligencia;205462630
2012;25002;000X;7;;;TRANSFERENCIAS DE CAPITAL;45304180
2012;25002;000X;71;;;A organismos autónomos;30210540
2012;25002;000X;710/25002;;;Al Centro de Estudios Políticos y Constitucionales;13640
2012;25002;000X;711/25002;;;Al Centro de Investigaciones Sociológicas.;54980
2012;25002;000X;717/25002;;;Al Consejo de Administración del Patrimonio Nacional;30141920
2012;25002;000X;73;;;A agencias estatales y otros organismos públicos;15093640
2012;25002;000X;737/25002;;;Al Centro Nacional de Inteligencia;15093640
2012;25401;000X;4;;;TRANSFERENCIAS CORRIENTES;30366000
2012;25401;000X;40;;;A la Administración del Estado;30366000
2012;25401;000X;400/25401;;;Al Estado;30366000
2012;26004;000X;4;;;TRANSFERENCIAS CORRIENTES;36152410
2012;26004;000X;41;;;A organismos autónomos;32802420
2012;26004;000X;412/26004;;;Al Instituto Nacional del Consumo;12811300
2012;26004;000X;413/26004;;;Al Instituto Nacional del Consumo, para compensar al I.C.O. los gastos derivados de los costes del margen de intermediación de las entidades de crédito y el quebranto en la cesión de fondos, derivados de la línea de mediación de anticipos a cuenta a los afectados de FORUM FILATÉLICO-AFINSA;5116620
2012;26004;000X;415/26004;;;A la Agencia Española de Seguridad Alimentaria y Nutrición;14874500
2012;26004;000X;42;;;A la Seguridad Social;3341190
