EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2017;14003;000X;41;;;A Organismos Autónomos;68006610
2017;14003;000X;410/14003;;;A organismos autónomos del Departamento;68006610
2017;14003;000X;410/14003;;03;Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;47356610
2017;14003;000X;410/14003;;04;Al Instituto de Vivienda, Infraestructura y Equipamiento de la Defensa;20650000
2017;14003;000X;7;;;TRANSFERENCIAS DE CAPITAL;24846680
2017;14003;000X;71;;;A Organismos Autónomos;24846680
2017;14003;000X;710/14003;;;A organismos autónomos del Departamento;24846680
2017;14003;000X;710/14003;;03;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas""";20030270
2017;14003;000X;710/14003;;04;"Al Instituto Nacional de Técnica Aeroespacial ""Esteban Terradas"" para  financiar el proyecto Galileo";4816410
2017;14107;000X;4;;;TRANSFERENCIAS CORRIENTES;18070
2017;14107;000X;40;;;A la Administración del Estado;18070
2017;14107;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;18070
2017;15005;000X;4;;;TRANSFERENCIAS CORRIENTES;974982660
2017;15005;000X;41;;;A Organismos Autónomos;10393820
2017;15005;000X;410/15005;;;Al Instituto de Estudios Fiscales;10393820
2017;15005;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;964588840
2017;15005;000X;435/15005;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);964588840
2017;15005;000X;435/15005;;00;A la A.E.A.T. para gastos de funcionamiento;893886660
2017;15005;000X;435/15005;;02;A la A.E.A.T. por compensación de gastos de otros servicios;2931450
2017;15005;000X;435/15005;;03;A la A.E.A.T. por premio de cobranza de los recursos propios de la Unión Europea;67770730
2017;15005;000X;7;;;TRANSFERENCIAS DE CAPITAL;32734800
2017;15005;000X;71;;;A Organismos Autónomos;771480
2017;15005;000X;710/15005;;;Al Instituto de Estudios Fiscales;771480
2017;15005;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;31963320
2017;15005;000X;735/15005;;;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);31963320
2017;15005;000X;735/15005;;00;A la A.E.A.T. para gastos de inversiones;31963320
2017;15026;000X;4;;;TRANSFERENCIAS CORRIENTES;19135610
2017;15026;000X;41;;;A Organismos Autónomos;13241940
2017;15026;000X;418/15026;;;Al Instituto Nacional de Administración Pública (INAP);13241940
2017;15026;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;5893670
2017;15026;000X;430/15026;;;A la Agencia Estatal de Evaluación de las Políticas Públicas y la Calidad de los Servicios (AEVAL);3188150
2017;15026;000X;437/15026;;;Al Consejo de Transparencia y Buen Gobierno;2705520
2017;15026;000X;7;;;TRANSFERENCIAS DE CAPITAL;939810
2017;15026;000X;71;;;A Organismos Autónomos;609200
2017;15026;000X;718/15026;;;Al Instituto Nacional de Administración Pública (INAP);609200
2017;15026;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;330610
2017;15026;000X;730/15026;;;A la Agencia Estatal de Evaluación de las Políticas Públicas y la Calidad de los Servicios (AEVAL);120110
2017;15026;000X;737/15026;;;Al Consejo de Transparencia y Buen Gobierno;210500
2017;15104;000X;4;;;TRANSFERENCIAS CORRIENTES;25602920
2017;15104;000X;40;;;A la Administración del Estado;25602920
2017;15104;000X;400/15104;;;A la Administración del Estado;24612800
2017;15104;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;990120
2017;16001;000X;4;;;TRANSFERENCIAS CORRIENTES;107600
2017;16001;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;107600
2017;16001;000X;435/16001;;;A la Agencia Estatal de Administración Tributaria, por los gastos comunes del edificio de la calle del Plomo en Madrid;107600
2017;16002;000X;4;;;TRANSFERENCIAS CORRIENTES;1891190
2017;16002;000X;41;;;A Organismos Autónomos;1891190
2017;16002;000X;410/16002;;;A la Gerencia de Infraestructuras y Equipamiento de la Seguridad del Estado;1891190
2017;16101;000X;4;;;TRANSFERENCIAS CORRIENTES;166891740
2017;16101;000X;40;;;A la Administración del Estado;166891740
2017;16101;000X;400/16101;;;Al Estado, para generar crédito en el Ministerio del Interior, según la DIsposición adicional segunda de la Ley Orgánica 6/2011;1270000
2017;16101;000X;401/16101;;;Al Estado;153180420
2017;16101;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;12441320
2017;17009;000X;7;;;TRANSFERENCIAS DE CAPITAL;1339620
2017;17009;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;1339620
2017;17009;000X;730/17009;;;Consejo Superior de Investigaciones Científicas;900000
2017;17009;000X;730/17009;;00;CSIC para el estudio base herramientas Código Técnico de la Edificación (Instituto de Ciencias de la Construcción Eduardo Torroja);900000
2017;17009;000X;736;;;Al Museo Nacional Centro de Arte Reina Sofía, para la integración de la Arquitectura en el discurso museográfico;439620
2017;17018;000X;4;;;TRANSFERENCIAS CORRIENTES;1993910
2017;17018;000X;41;;;A Organismos Autónomos;1993910
2017;17018;000X;412/17018;;;Centro Nacional de Información Geográfica (CNIG);1993910
2017;17018;000X;7;;;TRANSFERENCIAS DE CAPITAL;2020000
2017;17018;000X;71;;;A Organismos Autónomos;2020000
2017;17018;000X;712/17018;;;Centro Nacional de Información Geográfica (CNIG);2020000
2017;17020;000X;4;;;TRANSFERENCIAS CORRIENTES;19192720
2017;17020;000X;41;;;A Organismos Autónomos;11968200
2017;17020;000X;410/17020;;;Centro de Estudios y Experimentación de Obras Públicas (CEDEX);11968200
2017;17020;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;7224520
2017;17020;000X;431/17020;;;Agencia Estatal de Seguridad Ferroviaria;7224520
2017;17020;000X;7;;;TRANSFERENCIAS DE CAPITAL;5570000
2017;17020;000X;71;;;A Organismos Autónomos;490000
2017;17020;000X;710/17020;;;Centro de Estudios y Experimentación de Obras Públicas (CEDEX);490000
2017;17020;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;5080000
2017;17020;000X;731/17020;;;Agencia Estatal de Seguridad Ferroviaria;5080000
2017;17401;000X;4;;;TRANSFERENCIAS CORRIENTES;589180
2017;17401;000X;40;;;A la Administración del Estado;589180
2017;17401;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;589180
2017;18001;000X;4;;;TRANSFERENCIAS CORRIENTES;153673680
2017;18001;000X;41;;;A Organismos Autónomos;146076640
2017;18001;000X;410/18001;;;Al Consejo Superior de Deportes;74489140
2017;18001;000X;411/18001;;;Al Consejo Superior de Deportes para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego en relación con el Real Decreto 419/1991, de 27 de marzo, por el que se regula la distribución de la recaudación y premios de las apuestas deportivas del Estado;71587500
2017;18001;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;7597040
2017;18001;000X;430/18001;;;A la Agencia Española de Protección de la Salud en el Deporte;7597040
2017;18001;000X;7;;;TRANSFERENCIAS DE CAPITAL;7756490
2017;18001;000X;71;;;A Organismos Autónomos;7331920
2017;18001;000X;710/18001;;;Al Consejo Superior de Deportes;3919420
2017;18001;000X;711/18001;;;Al Consejo Superior de Deportes para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego en relación con el Real Decreto 419/1991, de 27 de marzo, por el que se regula la distribución de la recaudación y premios de las apuestas deportivas del Estado;3412500
2017;18001;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;424570
2017;18001;000X;730/18001;;;A la Agencia Española de Protección de la Salud en el Deporte;424570
2017;18006;000X;4;;;TRANSFERENCIAS CORRIENTES;45457870
2017;18006;000X;41;;;A Organismos Autónomos;45457870
2017;18006;000X;410/18006;;;A la Universidad Internacional Menéndez Pelayo;2756090
2017;18006;000X;412/18006;;;A la Universidad Internacional Menéndez Pelayo para el Proyecto Aula de Verano;112000
2017;18006;000X;413/18006;;;A la Universidad Internacional Menéndez Pelayo para Cursos Institucionales de Verano;75000
2017;18006;000X;415/18006;;;Al Servicio Español para la Internacionalización de la Educación para la cofinanciación del Programa Erasmus+;29000000
2017;18006;000X;416/18006;;;Al Servicio Español para la Internacionalización de la Educación;2096320
2017;18006;000X;417/18006;;;Al Servicio Español para la Internacionalización de la Educación, para la financiación del Plan Ejecutivo de Cooperación e Intercambio con la República Popular China;150000
2017;18006;000X;418/18006;;;Al Servicio Español para la Internacionalización de la Educación, para potenciar la proyección internacional del sistema universitario español y su oferta, así como la movilidad interuniversitaria;1345950
2017;18006;000X;419/18006;;;A la Agencia Nacional de Evaluación de la Calidad y Acreditación;9922510
2017;18006;000X;7;;;TRANSFERENCIAS DE CAPITAL;893820
2017;18006;000X;71;;;A Organismos Autónomos;893820
2017;18006;000X;710/18006;;;A la Universidad Internacional Menéndez Pelayo;368820
2017;18006;000X;717/18006;;;Al Servicio Español para la Internacionalización de la Educación;470000
2017;18006;000X;718/18006;;;Al Servicio Español para la Internacionalización de la Educación, para potenciar la proyección internacional del sistema universitario español y su oferta, así como la movilidad interuniversitaria;25000
2017;18006;000X;719/18006;;;A la Agencia Nacional de Evaluación de la Calidad y Acreditación;30000
2017;18009;000X;4;;;TRANSFERENCIAS CORRIENTES;252252960
2017;18009;000X;41;;;A Organismos Autónomos;220617020
2017;18009;000X;412/18009;;;A la Biblioteca Nacional;22008020
2017;18009;000X;414/18009;;;Al Instituto de la Cinematografía y de las Artes Audiovisuales;7290810
2017;18009;000X;415/18009;;;Al Instituto de la Cinematografía y de las Artes Audiovisuales. Dotación del Fondo de Protección a la Cinematografía;65000000
2017;18009;000X;416/18009;;;Al Instituto Nacional de las Artes Escénicas y de la Música;118589620
2017;18009;000X;417/18009;;;A la Gerencia de Infraestructuras y Equipamientos;7728570
2017;18009;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;31635940
2017;18009;000X;437/18009;;;Al Museo Nacional del Prado;7835940
2017;18009;000X;438;;;Al Museo Nacional Centro de Arte Reina Sofía;23800000
2017;18009;000X;7;;;TRANSFERENCIAS DE CAPITAL;46186750
2017;18009;000X;71;;;A Organismos Autónomos;37486750
2017;18009;000X;712/18009;;;A la Biblioteca Nacional;4894280
2017;18009;000X;714/18009;;;Al Instituto de la Cinematografía y de las Artes Audiovisuales;585000
2017;18009;000X;716/18009;;;Al Instituto Nacional de las Artes Escénicas y de la Música;6935040
2017;18009;000X;717/18009;;;A la Gerencia de Infraestructuras y Equipamientos;25072430
2017;18009;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;8700000
2017;18009;000X;737/18009;;;Al Museo Nacional del Prado;6100000
2017;18009;000X;738/18009;;;Al Museo Nacional Centro de Arte Reina Sofía;2600000
2017;18011;000X;7;;;TRANSFERENCIAS DE CAPITAL;10440
2017;18011;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;10440
2017;18011;000X;730/18011;;;"Al Centro Nacional de Investigaciones Metalúrgicas del CSIC, para el proyecto ""Observatorio de Investigación en Conservación del Patrimonio""";10440
2017;19001;000X;4;;;TRANSFERENCIAS CORRIENTES;7000170
2017;19001;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;7000170
2017;19001;000X;435/19001;;;Al Consejo Económico y Social para el cumplimiento de sus fines;7000170
2017;19001;000X;7;;;TRANSFERENCIAS DE CAPITAL;41940
2017;19001;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;41940
2017;19001;000X;735/19001;;;Al Consejo Económico y Social;41940
2017;19002;000X;4;;;TRANSFERENCIAS CORRIENTES;11312097580
2017;19002;000X;42;;;A la Seguridad Social;11312097580
2017;19002;000X;420/19002;;;Prestaciones socio-económicas de carácter no contributivo.;4046752950
2017;19002;000X;420/19002;;00;Aportación del Estado al presupuesto de la Seguridad Social para la financiación de los subsidios económicos para personas con discapacidad establecidos por el R.D. Legislativo 1/2013, de 29 de noviembre;16522950
2017;19002;000X;420/19002;;02;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990, de 20 de diciembre . Pensiones, incluso para atender obligaciones de ejercicios anteriores;2486050000
2017;19002;000X;420/19002;;03;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por  la Leyes  26/1990, de 20 de diciembre y 35/2007, de 15 de noviembre. Protección familiar, incluso para atender obligaciones de ejercicios anteriores.;1543630000
2017;19002;000X;420/19002;;04;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones de maternidad no contributivas establecidas por la Ley Orgánica 3/2007, de 22 de marzo.;550000
2017;19002;000X;423/19002;;;Aportación del Estado para financiar los complementos  de pensiones mínimas del Sistema de la Seguridad Social.;7179594910
2017;19002;000X;426;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;13405050
2017;19002;000X;429/19002;;;Otras aportaciones a la Seguridad Social.;72344670
2017;19002;000X;429/19002;;01;Cuotas de Seguridad Social  correspondientes a los trabajadores afectados por el art.8 de la Ley de Amnistía de 15 de octubre de 1977, incluso para atender obligaciones de ejercicios anteriores;12020
2017;19002;000X;429/19002;;03;A la Seguridad Social para financiar las bonificaciones de cuotas empresariales por tripulantes de buques especificados en la Ley 19/1994, de 6 de julio, de Régimen Económico y Fiscal de Canarias, incluso para atender obligaciones de ejercicios anteriores;45739650
2017;19002;000X;429/19002;;04;Transferencias a la Seguridad Social para financiar las prestaciones del Síndrome Tóxico, incluso para atender obligaciones de ejercicios anteriores;26593000
2017;19002;000X;7;;;TRANSFERENCIAS DE CAPITAL;1540000
2017;19002;000X;72;;;A la Seguridad Social;1540000
2017;19002;000X;726;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;1540000
2017;19003;000X;4;;;TRANSFERENCIAS CORRIENTES;2025281180
2017;19003;000X;41;;;A Organismos Autónomos;2010135220
2017;19003;000X;412/19003;;;Para financiar el presupuesto del Servicio Público de Empleo Estatal;1623117080
2017;19003;000X;415/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo para el cumplimiento de sus fines.;19792570
2017;19003;000X;416/19003;;;Para financiar el presupuesto de FOGASA;367225570
2017;19003;000X;42;;;A la Seguridad Social;15145960
2017;19003;000X;422/19003;;;Ayudas previas a la jubilación ordinaria a trabajadores mayores de 60 años en el sistema de la Seguridad Social.;15145960
2017;19003;000X;7;;;TRANSFERENCIAS DE CAPITAL;12416770
2017;19003;000X;71;;;A Organismos Autónomos;12416770
2017;19003;000X;712/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo;925000
2017;19003;000X;713/19003;;;Para financiar el presupuesto del Servicio Público de Empleo Estatal;11491770
2017;19101;000X;4;;;TRANSFERENCIAS CORRIENTES;172133520
2017;19101;000X;40;;;A la Administración del Estado;105818440
2017;19101;000X;400/19101;;;Reserva gestión directa Servicio Público de Empleo Estatal. Gestión de servicios y programas de políticas activas de empleo en colaboración con órganos de la Administración General del Estado;3317830
2017;19101;000X;400/19101;;00;Reserva de gestión directa Servicio Público de Empleo Estatal. Oportunidades de empleo y fomento de la contratación (EJE 3);17830
2017;19101;000X;400/19101;;01;Reserva de gestión directa Servicio Público de Empleo Estatal. Oportunidades de empleo y formación (EJE 2);3300000
2017;19101;000X;401/19101;;;Reserva gestión directa Servicio Público de Empleo Estatal. Cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a centros y entidades de formación profesional para el empleo a parados, a órganos de la Administración General del Estado (EJE 2);75120
2017;19101;000X;403/19101;;;Reserva gestión directa Servicio Público de Empleo Estatal. Gestión de servicios y programas de políticas activas de empleo en colaboración con órganos de la Administración General del Estado (EJE 3);25490
2017;19101;000X;409;;;Por las transferencias a las Comunidades Autónomas en políticas activas de empleo;102400000
2017;19101;000X;409;;01;Transferencias en materia de servicios y programas de fomento del empleo (VARIOS EJES);48580290
2017;19101;000X;409;;02;Transferencias en materia de servicios y programas de formación profesional para el empleo (EJE 2);53819710
2017;19101;000X;41;;;A Organismos Autónomos;64877390
2017;19101;000X;410/19101;;;Reserva de gestión directa Servicio Público de Empleo Estatal. Oportunidades de empleo y fomento de la contratación de desempleados en obras y servicios de interés general y social por organismos autónomos de la Administración General del Estado (EJE 3);1472170
2017;19101;000X;410/19101;;01;Jefatura de Tráfico (Ministerio del Interior);216480
2017;19101;000X;410/19101;;03;Instituto de la Cinematografía y de las Artes Audiovisuales (Ministerio de Educación, Cultura y Deporte);149820
2017;19101;000X;410/19101;;04;Instituto Nacional de las Artes Escénicas y de la Música (Ministerio de Educación, Cultura y Deporte);105870
2017;19101;000X;410/19101;;05;Instituto de la Juventud (Ministerio de Sanidad, Servicios Sociales e Igualdad);1000000
2017;19101;000X;411/19101;;;Reserva gestión directa Servicio Público de Empleo Estatal. Servicios y programas de políticas activas de empleo. Oportunidades de empleo y formación. Consejo de Administración del Patrimonio Nacional (Ministerio de la Presidencia y para las Administraciones Territoriales) (EJE 2);5272050
2017;19101;000X;415/19101;;;Al Instituto Nacional de Administración Pública, para la formación del personal al servicio de las Administraciones Públicas (EJE 2);58133170
2017;19101;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;1437690
2017;19101;000X;430/19101;;;Servicios y programas de políticas activas de empleo a desarrollar en el exterior. Oportunidades de empleo y formación. A la Agencia Española de Cooperación Internacional para el Desarrollo (AECID) (EJE 2);1155600
2017;19101;000X;431/19101;;;Reserva gestión directa Servicio Público de Empleo Estatal. Consejo Superior de Investigaciones Científicas (Ministerio de Economía, Industria y Competitividad) Oportunidades de empleo para desempleados en obras y servicios de interés general y social (EJE 3);282090
2017;20004;000X;4;;;TRANSFERENCIAS CORRIENTES;31768990
2017;20004;000X;41;;;A Organismos Autónomos;31768990
2017;20004;000X;411/20004;;;Al Instituto de Turismo de España;31768990
2017;20004;000X;411/20004;;00;Al Instituto de Turismo de España;31768990
2017;20004;000X;7;;;TRANSFERENCIAS DE CAPITAL;29949870
2017;20004;000X;71;;;A Organismos Autónomos;29949870
2017;20004;000X;713/20004;;;Al Instituto de Turismo de España;29949870
2017;20018;000X;4;;;TRANSFERENCIAS CORRIENTES;238971220
2017;20018;000X;41;;;A Organismos Autónomos;238571220
2017;20018;000X;410/20018;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas;100000
2017;20018;000X;412/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;238471220
2017;20018;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;400000
2017;20018;000X;436;;;Al Consejo de Seguridad Nuclear;400000
2017;20018;000X;7;;;TRANSFERENCIAS DE CAPITAL;3780977490
2017;20018;000X;71;;;A Organismos Autónomos;34977490
2017;20018;000X;712/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;34977490
2017;20018;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;3746000000
2017;20018;000X;737/20018;;;A la CNMC para financiar costes del sector eléctrico de acuerdo con el apartado b) de la disposición adicional segunda de la Ley 15/2012, de 27 de diciembre, de medidas fiscales para la sostenibilidad energética;360000000
2017;20018;000X;738/20018;;;A la CNMC para financiar costes del sector eléctrico de acuerdo con el apartado a) de la disposición adicional segunda de la Ley 15/2012, de 27 de diciembre, de medidas fiscales para la sostenibilidad energética;2650000000
2017;20018;000X;739;;;A la CNMC para atender el extracoste de generación al que se refiere la disposición adicional decimoquinta de la Ley 24/2013, de 26 de diciembre, del Sector Eléctrico;736000000
2017;20102;000X;4;;;TRANSFERENCIAS CORRIENTES;6809780
2017;20102;000X;40;;;A la Administración del Estado;6809780
2017;20102;000X;401/20102;;;A la Administración del Estado;6000000
2017;20102;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;809780
2017;20302;000X;7;;;TRANSFERENCIAS DE CAPITAL;60000
2017;20302;000X;70;;;A la Administración del Estado;60000
2017;20302;000X;700/20302;;;Proyectos de colaboración con la Unión Europea;60000
2017;23001;000X;4;;;TRANSFERENCIAS CORRIENTES;215648450
2017;23001;000X;41;;;A Organismos Autónomos;215648450
2017;23001;000X;414/23001;;;Entidad Estatal de Seguros Agrarios (ENESA);215648450
2017;23001;000X;414/23001;;00;Para subvenciones del Plan Anual de Seguros Agrarios y liquidación de planes anteriores;211267560
2017;23001;000X;414/23001;;01;Para gastos de funcionamiento y otras subvenciones;4380890
2017;23001;000X;7;;;TRANSFERENCIAS DE CAPITAL;748810
2017;23001;000X;71;;;A Organismos Autónomos;748810
2017;23001;000X;714/23001;;;Entidad Estatal de Seguros Agrarios (ENESA);748810
2017;23004;000X;4;;;TRANSFERENCIAS CORRIENTES;33580700
2017;23004;000X;41;;;A Organismos Autónomos;9423430
2017;23004;000X;410/23004;;;Parques Nacionales;9423430
2017;23004;000X;43;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;24157270
2017;23004;000X;430/23004;;;Agencia Estatal de Meteorología;24157270
2017;23004;000X;7;;;TRANSFERENCIAS DE CAPITAL;54669740
2017;23004;000X;71;;;A Organismos Autónomos;20011080
2017;23004;000X;710/23004;;;Parques Nacionales;18511080
2017;23004;000X;713/23004;;;Parques Nacionales. Plan PIMA ADAPTA. Actuaciones financiadas con ingresos procedentes de subasta de derechos de emisión;1500000
2017;23004;000X;73;;;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;34658660
2017;23004;000X;730/23004;;;Agencia Estatal de Meteorología;34658660
2017;23005;000X;4;;;TRANSFERENCIAS CORRIENTES;32210440
2017;23005;000X;41;;;A Organismos Autónomos;32210440
2017;23005;000X;410/23005;;;Confederaciones Hidrográficas;20880440
2017;23005;000X;410/23005;;03;Confederación Hidrográfica del Guadiana;5500000
2017;23005;000X;410/23005;;04;Confederación Hidrográfica del Júcar;3000000
2017;23005;000X;410/23005;;05;Confederación Hidrográfica del Miño-Sil;3000000
2017;23005;000X;410/23005;;06;Confederación Hidrográfica del Segura;4303370
2017;23005;000X;410/23005;;07;Confederación Hidrográfica del Cantábrico;3400000
2017;23005;000X;410/23005;;08;Confederación Hidrográfica del Tajo;1677070
2017;23005;000X;411/23005;;;Confederaciones Hidrográficas  para el pago del IBI de bienes de titularidad estatal;8330000
2017;23005;000X;411/23005;;03;Confederación Hidrográfica del Guadiana para el pago del IBI de bienes de titularidad estatal;5500000
2017;23005;000X;411/23005;;04;Confederación Hidrográfica del Júcar para el pago del IBI de bienes de titularidad estatal;2000000
2017;23005;000X;411/23005;;05;Confederación Hidrográfica del Miño-Sil para el pago del IBI de bienes de titularidad estatal;115000
2017;23005;000X;411/23005;;06;Confederación Hidrográfica del Segura para el pago del IBI de bienes de titularidad estatal;650000
2017;23005;000X;411/23005;;07;Confederación Hidrográfica del Cantabrico para el pago del IBI de bienes de titularidad estatal;65000
2017;23005;000X;417/23005;;;Al CEDEX para I+D en recursos e infraestructuras hidráulicas;3000000
2017;23005;000X;7;;;TRANSFERENCIAS DE CAPITAL;71412440
2017;23005;000X;71;;;A Organismos Autónomos;71412440
2017;23005;000X;710/23005;;;Confederaciones Hidrográficas;71412440
2017;23005;000X;710/23005;;00;Confederación Hidrográfica del Duero;11500000
2017;23005;000X;710/23005;;02;Confederación Hidrográfica del Guadalquivir;8142440
2017;23005;000X;710/23005;;03;Confederación Hidrográfica del Guadiana;12000000
2017;23005;000X;710/23005;;04;Confederación Hidrográfica del Júcar;9770000
2017;23005;000X;710/23005;;05;Confederación Hidrográfica   del Miño-Sil;12000000
2017;23005;000X;710/23005;;06;Confederación Hidrográfica del Segura;7000000
2017;23005;000X;710/23005;;07;Confederación Hidrográfica del Cantábrico;11000000
2017;23011;000X;4;;;TRANSFERENCIAS CORRIENTES;18760240
2017;23011;000X;41;;;A Organismos Autónomos;18760240
2017;23011;000X;412/23011;;;Agencia de Información y Control Alimentario (AICA);4107520
2017;23011;000X;413/23011;;;Fondo Español de Garantía Agraria (FEGA);14652720
2017;23011;000X;7;;;TRANSFERENCIAS DE CAPITAL;30384460
2017;23011;000X;71;;;A Organismos Autónomos;30384460
2017;23011;000X;712/23011;;;Agencia de Información y Control Alimentario (AICA);574800
2017;23011;000X;713/23011;;;Fondo Español de Garantía Agraria (FEGA);18148230
2017;23011;000X;714/23011;;;Fondo Español de Garantía Agraria (FEGA). Programa Nacional de Desarrollo Rural 2015-2020;11661430
2017;23103;000X;4;;;TRANSFERENCIAS CORRIENTES;15920
2017;23103;000X;40;;;A la Administración del Estado;15920
2017;23103;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;15920
2017;23104;000X;4;;;TRANSFERENCIAS CORRIENTES;15480
2017;23104;000X;40;;;A la Administración del Estado;15480
2017;23104;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;15480
2017;23104;000X;7;;;TRANSFERENCIAS DE CAPITAL;75000
2017;23104;000X;71;;;A Organismos Autónomos;75000
2017;23104;000X;715;;;Instituto Geológico y Minero de España;75000
2017;23105;000X;4;;;TRANSFERENCIAS CORRIENTES;7490
2017;23105;000X;40;;;A la Administración del Estado;7490
2017;23105;000X;402;;;Al Estado, para compensar gastos de gestión centralizada;7490
