EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2010;16005;000X;7;;;TRANSFERENCIAS DE CAPITAL;1676270
2010;16005;000X;71;;;A organismos autónomos;1676270
2010;16005;000X;710/16005;;;A Trabajo Penitenciario y Formación para el Empleo;1676270
2010;16101;000X;4;;;TRANSFERENCIAS CORRIENTES;101398410
2010;16101;000X;40;;;A la Administración del Estado;101398410
2010;16101;000X;400/16101;;;Al Estado, para generar crédito en el Ministerio del Interior por acuerdo del Ministro de Economía y Hacienda;1270000
2010;16101;000X;401/16101;;;Al Estado;100128410
2010;17001;000X;4;;;TRANSFERENCIAS CORRIENTES;13810
2010;17001;000X;41;;;A organismos autónomos;13810
2010;17001;000X;412/17001;;;Al Parque de Maquinaria para compensar las actividades de desarrollo de la Junta Administradora de vehículos y maquinaria.;13810
2010;17018;000X;4;;;TRANSFERENCIAS CORRIENTES;2378810
2010;17018;000X;41;;;A organismos autónomos;2378810
2010;17018;000X;412/17018;;;Al Centro Nacional de Información Geográfica (CNIG);2378810
2010;17018;000X;7;;;TRANSFERENCIAS DE CAPITAL;3326510
2010;17018;000X;71;;;A organismos autónomos;3326510
2010;17018;000X;712/17018;;;Al Centro Nacional de Información Geográfica (CNIG).;3326510
2010;17020;000X;4;;;TRANSFERENCIAS CORRIENTES;16123390
2010;17020;000X;41;;;A organismos autónomos;16123390
2010;17020;000X;410/17020;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);16123390
2010;17020;000X;7;;;TRANSFERENCIAS DE CAPITAL;4520470
2010;17020;000X;71;;;A organismos autónomos;4520470
2010;17020;000X;710/17020;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X);4520470
2010;17034;000X;4;;;TRANSFERENCIAS CORRIENTES;29818850
2010;17034;000X;43;;;A agencias estatales y otros organismos públicos;29818850
2010;17034;000X;430/17034;;;A la Agencia Estatal de Seguridad Aérea. ( AESA );29818850
2010;17034;000X;7;;;TRANSFERENCIAS DE CAPITAL;5083910
2010;17034;000X;73;;;A agencias estatales y otros organismos públicos;5083910
2010;17034;000X;730/17034;;;A la Agencia Estatal de Seguridad Aérea. ( AESA );5083910
2010;17039;000X;4;;;TRANSFERENCIAS CORRIENTES;126560
2010;17039;000X;41;;;A organismos autónomos;126560
2010;17039;000X;410/17039;;;A la Jefatura de Tráfico para cursos de formación de la Agrupación de Tráfico de la Guardia Civil.;126560
2010;18006;000X;4;;;TRANSFERENCIAS CORRIENTES;3155210
2010;18006;000X;41;;;A organismos autónomos;3155210
2010;18006;000X;417/18006;;;Al Organismo Autónomo Programas Educativos Europeos;3155210
2010;18006;000X;7;;;TRANSFERENCIAS DE CAPITAL;21170
2010;18006;000X;71;;;A organismos autónomos;21170
2010;18006;000X;717/18006;;;Al Organismo Autónomo Programas Educativos Europeos;21170
2010;18007;000X;4;;;TRANSFERENCIAS CORRIENTES;4879590
2010;18007;000X;41;;;A organismos autónomos;4879590
2010;18007;000X;410/18007;;;A la Universidad Internacional Menéndez Pelayo;4849590
2010;18007;000X;411/18007;;;A la Universidad Internacional Menéndez Pelayo, para definición y desarrollo del Espacio Europeo de la Educación Superior;30000
2010;18007;000X;7;;;TRANSFERENCIAS DE CAPITAL;828290
2010;18007;000X;71;;;A organismos autónomos;828290
2010;18007;000X;710/18007;;;A la Universidad Internacional Menéndez Pelayo;828290
2010;19001;000X;4;;;TRANSFERENCIAS CORRIENTES;7501150
2010;19001;000X;43;;;A agencias estatales y otros organismos públicos;7501150
2010;19001;000X;435/19001;;;Al Consejo Económico y Social para el cumplimiento de sus fines;7501150
2010;19001;000X;7;;;TRANSFERENCIAS DE CAPITAL;463040
2010;19001;000X;73;;;A agencias estatales y otros organismos públicos;463040
2010;19001;000X;735/19001;;;Al Consejo Económico y Social;463040
2010;19002;000X;4;;;TRANSFERENCIAS CORRIENTES;6094628690
2010;19002;000X;42;;;A la Seguridad Social;6094628690
2010;19002;000X;420;;;Prestaciones socio-económicas de carácter no contributivo.;3305416650
2010;19002;000X;420;;00;Financiación de las prestaciones derivadas de la Ley 13/1982.;50347340
2010;19002;000X;420;;02;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990 . Pensiones.;2137583440
2010;19002;000X;420;;03;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990. Protección familiar.;1004640130
2010;19002;000X;420;;04;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones de maternidad no contributivas establecidas por la Ley Orgánica 3/2007, de 22 de marzo.;1423000
2010;19002;000X;420;;05;Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas de pago único por nacimiento o adopción establecidas por la Ley 35/2007, de 15 de noviembre;111422740
2010;19002;000X;423/19002;;;Aportación del Estado para financiar los complementos  de pensiones mínimas del Sistema de la Seguridad Social.;2706350000
2010;19002;000X;426/19002;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;23734840
2010;19002;000X;429/19002;;;Otras aportaciones a la Seguridad Social.;59127200
2010;19002;000X;429/19002;;01;Cuotas de seguridad social  correspondientes a los trabajadores afectados por el art.8 de la Ley de Amnistía de 15 de octubre de 1977.;12020
2010;19002;000X;429/19002;;03;A la Seguridad Social para financiar las bonificaciones de cuotas empresariales por tripulantes de buques especificados en la Ley 19/1994 de Régimen Económico y Fiscal de Canarias;40868180
2010;19002;000X;429/19002;;04;Transferencia a la S.Social para financiar las prestaciones del Síndrome Tóxico.;18247000
2010;19002;000X;7;;;TRANSFERENCIAS DE CAPITAL;2338600
2010;19002;000X;72;;;A la Seguridad Social;2338600
2010;19002;000X;726;;;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del Instituto Social de la Marina;2338600
2010;19003;000X;4;;;TRANSFERENCIAS CORRIENTES;16561357570
2010;19003;000X;41;;;A organismos autónomos;16459817090
2010;19003;000X;410/19003;;;Al Servicio Público de Empleo Estatal para facilitar la reinserción laboral de los trabajadores que pierdan su empleo en determinados sectores productivos afectados por la apertura de mercados y la internacionalización de la economía;6000000
2010;19003;000X;411/19003;;;Al SPEE para compensar el gasto incurrido de bonificaciones en las cotizaciones de Seguridad Social del personal investigador (art. 12 del RD 278/2007, de 23 de febrero);100000
2010;19003;000X;412/19003;;;Para financiar el presupuesto del Servicio Público de Empleo Estatal;16434729150
2010;19003;000X;415/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo para el cumplimiento de sus fines.;18987940
2010;19003;000X;42;;;A la Seguridad Social;101540480
2010;19003;000X;422/19003;;;Ayudas previas a la jubilación ordinaria a trabajadores mayores de 60 años en el sistema de la Seguridad Social.;101540480
2010;19003;000X;7;;;TRANSFERENCIAS DE CAPITAL;52440340
2010;19003;000X;71;;;A organismos autónomos;52440340
2010;19003;000X;712/19003;;;Al Instituto Nacional de Seguridad e Higiene en el Trabajo;2436450
2010;19003;000X;713/19003;;;Para financiar el presupuesto del SPEE;50003890
2010;19007;000X;4;;;TRANSFERENCIAS CORRIENTES;3318080
2010;19007;000X;42;;;A la Seguridad Social;3048080
2010;19007;000X;425/19007;;;Cuotas de seguridad social de emigrantes;3048080
2010;19007;000X;43;;;A agencias estatales y otros organismos públicos;270000
2010;19007;000X;436/19007;;;Al Instituto Cervantes;270000
2010;19101;000X;4;;;TRANSFERENCIAS CORRIENTES;161288150
2010;19101;000X;40;;;A la Administración del Estado;6867850
2010;19101;000X;400/19101;;;Planes de reinserción y de mejora de la capacidad de ocupación de demandantes de empleo;6739620
2010;19101;000X;400/19101;;00;Reserva de gestión directa del SPEE. Planes de contratación temporal de trabajadores desempleados;39620
2010;19101;000X;400/19101;;01;"Reserva de gestión directa del SPEE ""A entidades promotoras para ayudas salariales a los alumnos-trabajadores de Escuelas Taller y Casas de Oficios en las fases de alternancia y a los alumnos-trabajadores de Talleres de Empleo""";3434590
2010;19101;000X;400/19101;;02;"Reserva gestión directa del SPEE ""Para subvenciones a entidades promotoras de Escuelas Taller, Casas de Oficios y Talleres de Empleo, y otros gastos""";3265410
2010;19101;000X;401/19101;;;"Reserva gestión directa del SPEE ""Cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a centros y entidades de formación profesional para el empleo para desempleados, a órganos de la Administración General del Estado""";75120
2010;19101;000X;402;;;"Reserva gestión directa del SPEE ""Para gastos derivados de políticas activas de fomento del empleo""";53110
2010;19101;000X;41;;;A organismos autónomos;148710870
2010;19101;000X;410/19101;;;Reserva de gestión directa del SPEE, contratación de desempleados en obras y servicios de interés general y social por organismos autónomos de la Administración General del Estado;1102540
2010;19101;000X;410/19101;;00;Trabajo Penitenciario y Formación para el Empleo;118850
2010;19101;000X;410/19101;;01;Jefatura de Tráfico;451010
2010;19101;000X;410/19101;;03;Instituto de Cinematografía y de las Artes Audiovisuales;312120
2010;19101;000X;410/19101;;04;Instituto Nacional de las Artes Escénicas y de la Música;220560
2010;19101;000X;411/19101;;;"Reserva gestión directa SPEE ""Para programas de escuelas taller, casas de oficios y talleres de empleo""";4095870
2010;19101;000X;411/19101;;01;Consejo de Administración del Patrimonio Nacional. Ayudas salariales a alumnos-trabajadores;2099650
2010;19101;000X;411/19101;;02;Consejo de Administración del Patrimonio Nacional. Subvenciones a entidades promotoras y otros gastos;1996220
2010;19101;000X;412/19101;;;Reserva de gestión directa  SPEE. Para cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a centros y entidades de formación profesional para el empleo para desempleados, a Organismos Autónomos de la Administración General del Estado;4643960
2010;19101;000X;412/19101;;01;Trabajo Penitenciario y Formación para el Empleo;4643960
2010;19101;000X;415/19101;;;Al Instituto Nacional de Administración Pública, para la formación del personal al servicio de las Administraciones Públicas;138868500
2010;19101;000X;43;;;A agencias estatales y otros organismos públicos;5709430
2010;19101;000X;430/19101;;;A la Agencia Española de Cooperación Internacional para el Desarrollo (AECID). Para financiar los gastos derivados del programa de Escuelas Taller y Casas de Oficios a desarrollar en el exterior;5427340
2010;19101;000X;431/19101;;;Reserva de gestión directa del SPEE. Al Consejo Superior de Investigaciones Científicas. Para contratación de desempleados en obras y servicios de interés general y social por órganos de la Administración General del Estado;282090
2010;20003;000X;4;;;TRANSFERENCIAS CORRIENTES;16006080
2010;20003;000X;43;;;A agencias estatales y otros organismos públicos;16006080
2010;20003;000X;437/20003;;;Transferencias a Entes Públicos;16006080
2010;20003;000X;437/20003;;04;Al I.C.E.X. para atender sus gastos de funcionamiento;16006080
2010;20003;000X;7;;;TRANSFERENCIAS DE CAPITAL;129298000
2010;20003;000X;73;;;A agencias estatales y otros organismos públicos;129298000
2010;20003;000X;737/20003;;;Transferencias a Entes Públicos;129298000
2010;20003;000X;737/20003;;01;Al I.C.E.X. para sus operaciones de capital;129298000
2010;20004;000X;4;;;TRANSFERENCIAS CORRIENTES;50932090
2010;20004;000X;41;;;A organismos autónomos;50932090
2010;20004;000X;411/20004;;;Al Instituto de Turismo de España;50932090
2010;20004;000X;411/20004;;00;Al Instituto de Turismo de España;50262910
2010;20004;000X;411/20004;;01;Al Instituto de Turismo de España por compensación de gastos de edificios por la Secretaría de Estado de Turismo;669180
2010;20004;000X;7;;;TRANSFERENCIAS DE CAPITAL;93028650
2010;20004;000X;71;;;A organismos autónomos;93028650
2010;20004;000X;713/20004;;;Al Instituto de Turismo de España;93028650
2010;20015;000X;4;;;TRANSFERENCIAS CORRIENTES;3926880
2010;20015;000X;41;;;A organismos autónomos;3926880
2010;20015;000X;416/20015;;;Al Centro Español de Metrología;3926880
2010;20015;000X;7;;;TRANSFERENCIAS DE CAPITAL;2110310
2010;20015;000X;71;;;A organismos autónomos;2110310
2010;20015;000X;716/20015;;;Al Centro Español de Metrología;2110310
2010;20018;000X;4;;;TRANSFERENCIAS CORRIENTES;513007530
2010;20018;000X;41;;;A organismos autónomos;509839150
2010;20018;000X;410/20018;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas;173430
2010;20018;000X;412/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;509665720
2010;20018;000X;43;;;A agencias estatales y otros organismos públicos;3168380
2010;20018;000X;436/20018;;;Al Consejo de Seguridad Nuclear;3168380
2010;20018;000X;7;;;TRANSFERENCIAS DE CAPITAL;377380220
2010;20018;000X;71;;;A organismos autónomos;377248000
2010;20018;000X;712/20018;;;Al Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras;377248000
2010;20018;000X;73;;;A agencias estatales y otros organismos públicos;132220
2010;20018;000X;736/20018;;;Al Consejo de Seguridad Nuclear;132220
2010;20101;000X;7;;;TRANSFERENCIAS DE CAPITAL;3898000
2010;20101;000X;71;;;A organismos autónomos;3320000
2010;20101;000X;712/20101;;;IGME - Almacenamientos geológicos CO2;3320000
2010;20101;000X;73;;;A agencias estatales y otros organismos públicos;578000
2010;20101;000X;730/20101;;;CSIC (INCAR) - Uso limpio carbón y desarrollo de nuevos materiales;578000
2010;20102;000X;4;;;TRANSFERENCIAS CORRIENTES;6010120
2010;20102;000X;40;;;A la Administración del Estado;6010120
2010;20102;000X;401/20102;;;A la Administración del Estado.;6010120
2010;21003;000X;4;;;TRANSFERENCIAS CORRIENTES;548205340
2010;21003;000X;41;;;A organismos autónomos;225628840
2010;21003;000X;410/21003;;;Al Instituto Geológico y Minero de España (IGME);17074080
2010;21003;000X;411/21003;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT);41676700
2010;21003;000X;412/21003;;;Al Instituto Español de Oceanografía (IEO);23073270
2010;21003;000X;414/21003;;;Al Instituto de Astrofísica de Canarias (IAC);7512180
2010;21003;000X;415/21003;;;Al Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (INIA);31876610
2010;21003;000X;416/21003;;;Al Instituto de Salud Carlos III;104416000
2010;21003;000X;43;;;A agencias estatales y otros organismos públicos;322576500
2010;21003;000X;430/21003;;;Al Consejo Superior de Investigaciones Científicas (CSIC);322576500
2010;21003;000X;7;;;TRANSFERENCIAS DE CAPITAL;241540000
2010;21003;000X;71;;;A organismos autónomos;135330000
2010;21003;000X;710/21003;;;Al Instituto Geológico y Minero de España (IGME);3330000
2010;21003;000X;711/21003;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT);29059000
2010;21003;000X;712/21003;;;Al Instituto Español de Oceanografía (IEO);30000000
2010;21003;000X;714/21003;;;Al Instituto de Astrofísica de Canarias (IAC);4085000
2010;21003;000X;715/21003;;;Al Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (INIA);22697000
2010;21003;000X;716/21003;;;Al Instituto de Salud Carlos III;46159000
2010;21003;000X;73;;;A agencias estatales y otros organismos públicos;106210000
2010;21003;000X;730/21003;;;Al Consejo Superior de Investigaciones Científicas (CSIC);106210000
2010;21005;000X;4;;;TRANSFERENCIAS CORRIENTES;8319980
2010;21005;000X;41;;;A organismos autónomos;130760
2010;21005;000X;410/21005;;;Al Instituto Geológico y Minero de España (IGME), para los gastos de la participación española en el Comité Polar;130760
2010;21005;000X;43;;;A agencias estatales y otros organismos públicos;8189220
2010;21005;000X;430/21005;;;Al CSIC, líneas e instalaciones;1034270
2010;21005;000X;432;;;Al CSIC para gastos de funcionamiento operativo de la flota oceanográfica española y las bases antárticas;7154950
2010;21401;000X;4;;;TRANSFERENCIAS CORRIENTES;2000000
2010;21401;000X;41;;;A organismos autónomos;2000000
2010;21401;000X;412/21401;;;A la Universidad Internacional Menéndez Pelayo para el desarrollo de programas de postgrado;1250000
2010;21401;000X;413/21401;;;Al Instituto Nacional de Técnicas Aeroespaciales;750000
2010;23001;000X;4;;;TRANSFERENCIAS CORRIENTES;318345640
2010;23001;000X;41;;;A organismos autónomos;318345640
2010;23001;000X;412/23001;;;Subvención a la Agencia para el Aceite de Oliva (AAO);5738060
2010;23001;000X;413/23001;;;Subvención al Fondo Español de Garantía Agraria (FEGA);22856110
2010;23001;000X;413/23001;;00;Al FEGA para gastos de funcionamiento;22856110
2010;23001;000X;414/23001;;;Subvención a la Entidad Estatal de Seguros Agrarios (ENESA);289751470
2010;23001;000X;7;;;TRANSFERENCIAS DE CAPITAL;25218240
2010;23001;000X;71;;;A organismos autónomos;25218240
2010;23001;000X;712/23001;;;Subvención a la Agencia para el Aceite de Oliva (AAO), para gastos de capital;608140
2010;23001;000X;713/23001;;;Al Fondo Español de Garantía Agraria (FEGA);23556500
2010;23001;000X;713/23001;;00;Al Fondo Español de Garantía Agraria (FEGA), para gastos de capital.;23556500
2010;23001;000X;714/23001;;;Subvención a la Entidad Estatal de Seguros Agrarios (ENESA) para gastos de capital;1053600
2010;23004;000X;4;;;TRANSFERENCIAS CORRIENTES;28306070
2010;23004;000X;41;;;A organismos autónomos;28306070
2010;23004;000X;410/23004;;;Subvención al Organismo Autónomo Parques Nacionales;28306070
2010;23004;000X;7;;;TRANSFERENCIAS DE CAPITAL;69703740
2010;23004;000X;71;;;A organismos autónomos;69703740
2010;23004;000X;710/23004;;;Subvención al Organismo Autónomo Parques Nacionales para gastos de capital;69703740
2010;23005;000X;4;;;TRANSFERENCIAS CORRIENTES;72604070
2010;23005;000X;41;;;A organismos autónomos;72604070
2010;23005;000X;410/23005;;;A las Confederaciones Hidrográficas, para sufragar gastos corrientes;48667150
2010;23005;000X;410/23005;;00;Confederación Hidrográfica del Duero;6816560
2010;23005;000X;410/23005;;01;Confederación Hidrográfica del Ebro;8127100
2010;23005;000X;410/23005;;02;Confederación Hidrográfica del Guadalquivir;1708640
2010;23005;000X;410/23005;;03;Confederación Hidrográfica del Guadiana;4872700
2010;23005;000X;410/23005;;04;Confederación Hidrográfica del Júcar;8298000
2010;23005;000X;410/23005;;05;Confederación Hidrográfica del Miño-Sil;1450320
2010;23005;000X;410/23005;;06;Confederación Hidrográfica del Segura;7813630
2010;23005;000X;410/23005;;07;Confederación Hidrográfica del Cantábrico;3322360
2010;23005;000X;410/23005;;08;Confederación Hidrográfica del Tajo;6257840
2010;23005;000X;411/23005;;;A las Confederaciones Hidrográficas, para el pago del IBI de bienes de titularidad estatal;16498930
2010;23005;000X;411/23005;;00;Confederación Hidrográfica del Duero;2250600
2010;23005;000X;411/23005;;01;Confederación Hidrográfica del Ebro;3926920
2010;23005;000X;411/23005;;02;Confederación Hidrográfica del Guadalquivir;450370
2010;23005;000X;411/23005;;03;Confederación Hidrográfica del Guadiana;4255780
2010;23005;000X;411/23005;;04;Confederación Hidrográfica del Júcar;2015000
2010;23005;000X;411/23005;;05;Confederación Hidrográfica del Miño-Sil;255910
2010;23005;000X;411/23005;;06;Confederación Hidrográfica del Segura;484090
2010;23005;000X;411/23005;;07;Confederación Hidrográfica del Cantábrico;36720
2010;23005;000X;411/23005;;08;Confederación Hidrográfica del Tajo;2823540
2010;23005;000X;415/23005;;;Parque de Maquinaria, para sufragar gastos corrientes;4590260
2010;23005;000X;416/23005;;;A la Confederación Hidrográfica del Segura;2847730
2010;23005;000X;7;;;TRANSFERENCIAS DE CAPITAL;132592670
2010;23005;000X;71;;;A organismos autónomos;132592670
2010;23005;000X;710/23005;;;A las Confederaciones Hidrográficas, para financiar operaciones de capital;70765040
2010;23005;000X;710/23005;;00;Confederación Hidrográfica del Duero;6663120
2010;23005;000X;710/23005;;01;Confederación Hidrográfica del Ebro;9324810
2010;23005;000X;710/23005;;02;Confederación Hidrográfica del Guadalquivir;1464690
2010;23005;000X;710/23005;;03;Confederación Hidrográfica del Guadiana;4688110
2010;23005;000X;710/23005;;04;Confederación Hidrográfica del Júcar;10380200
2010;23005;000X;710/23005;;05;Confederación Hidrográfica del Miño-Sil;11410310
2010;23005;000X;710/23005;;06;Confederación Hidrográfica del Segura;11475060
2010;23005;000X;710/23005;;07;Confederación Hidrográfica del Cantábrico;6733770
2010;23005;000X;710/23005;;08;Confederación Hidrográfica del Tajo;8624970
2010;23005;000X;711/23005;;;A la Confederación Hidrográfica del Guadiana para el Plan Especial Alto Guadiana y Llanura Manchega;37615000
2010;23005;000X;713/23005;;;A la C. H. del Júcar para apoyo en la ejecución de obras con financiación FEDER;13000000
2010;23005;000X;715/23005;;;Parque de Maquinaria, para financiar operaciones de capital;777630
2010;23005;000X;716/23005;;;"C.H. Ebro actuaciones en Salvatierra; presa de El Val; Alcañiz; Cariñena y Vallfría";3905000
2010;23005;000X;717/23005;;;C.H. Ebro para actuaciones en la zona de Yesa;5530000
2010;23005;000X;718/23005;;;Al Fondo Español de Garantía Agraria (FEGA) para cofinanciación Programas de Desarrollo Rural;1000000
2010;23006;000X;7;;;TRANSFERENCIAS DE CAPITAL;370000
2010;23006;000X;71;;;A organismos autónomos;370000
2010;23006;000X;710/23006;;;Al Centro Nacional de Información Geográfica;370000
2010;23007;000X;4;;;TRANSFERENCIAS CORRIENTES;66396540
2010;23007;000X;43;;;A agencias estatales y otros organismos públicos;66396540
2010;23007;000X;430/23007;;;A la Agencia Estatal de Meteorología;66396540
2010;23007;000X;7;;;TRANSFERENCIAS DE CAPITAL;28661370
